CATALOGID,RA,DEC,GAIA_DR3_SOURCE_ID,SNR_SnowWhite,WD_TYPE,Teff_SnowWhite,E_Teff_SnowWhite,Logg_SnowWhite,E_Logg_SnowWhite,SPEC_FILE,SN_MEDIAN_ALL,MJD,GAIA_BP,GAIA_RP,GAIA_G,PARALLAX
27021597959936939,36.147945404052734,0.6493377089500427,2501278692790453760,222.0326385498047,DA,19499.48046875,0.513884961605072,7.293398380279541,0.00038037748890928924,spec-104567-59957-27021597959936939.fits  ,10.915440559387207,59957,19.10879135131836,18.902847290039062,18.969722747802734,2.45497989654541
27021597934503407,34.41055679321289,-1.8096694946289062,2494478007213776512,188.2752227783203,DA,31859.203125,44.90101623535156,7.805538177490234,8.883517875801772e-05,spec-104647-59906-27021597934503407.fits  ,9.66612720489502,59906,18.76713752746582,18.63892936706543,18.99593734741211,1.5758700370788574
4553847300,113.1493911743164,37.90470504760742,898937136089705344,18.700597763061523,DA,7668.17724609375,34.45458221435547,8.021044731140137,0.00015141420590225607,spec-015127-59190-4553847300.fits         ,5.8458428382873535,59190,19.89310073852539,19.460800170898438,19.871599197387695,4.78265905380249
5325925308,299.57342529296875,17.78495216369629,1820552111825934720,3.4194366931915283,DA,6549.81884765625,39.70903015136719,6.5,0.0006095713470131159,spec-015381-59391-5325925308.fits         ,2.323519468307495,59391,19.17169952392578,19.175600051879883,19.207599639892578,0.7724141478538513
4554457709,122.12413787841797,24.804973602294922,680952702410962688,12.396355628967285,DA,12269.505859375,76.4070053100586,8.176130294799805,0.00041873659938573837,spec-015053-59230-4554457709.fits         ,8.005080223083496,59230,19.458499908447266,19.578699111938477,19.56439971923828,2.2175381183624268
4399110157,1.5941983461380005,1.1663203239440918,2546593965017189888,20.823503494262695,DA,39399.734375,215.99856567382812,7.799189567565918,0.00046190081047825515,spec-015039-59202-4399110157.fits         ,13.860084533691406,59202,18.70989990234375,19.097400665283203,18.97330093383789,1.4810717105865479
27021597927077520,323.327392578125,-0.7720049023628235,2686850558774003968,5.0076823234558105,DA,38310.828125,1376.766357421875,6.5,1.802860242605675e-05,spec-103574-59846-27021597927077520.fits  ,3.5580904483795166,59846,19.70053482055664,19.21090316772461,19.884977340698242,3.472759962081909
4361740876,129.83126831054688,37.75129318237305,910188408512419456,10.568526268005371,DA,11872.5751953125,259.2045593261719,8.455093383789062,0.00027491245418787,spec-015062-59227-4361740876.fits         ,6.908740043640137,59227,19.921600341796875,19.76460075378418,19.964599609375,2.7798662185668945
27021597934988378,316.5863037109375,4.6600751876831055,1732988758129091200,406.0561828613281,DA,6620.84619140625,24.728296279907227,7.354549407958984,0.0004869033582508564,spec-101072-59874-27021597934988378.fits  ,20.62908935546875,59874,17.01547622680664,16.47498321533203,16.824827194213867,21.09589958190918
27021597834541399,321.3868408203125,67.73625183105469,2222180138665976448,316.6162414550781,DA,8878.1396484375,121.97557830810547,8.989999771118164,0.00044126936700195074,spec-101748-59846-27021597834541399.fits  ,3.0919759273529053,59846,19.555830001831055,19.141326904296875,19.598981857299805,5.345709800720215
27021598048870984,122.02179718017578,-1.0037704706192017,3082923023944686464,11.953810691833496,DA,17608.140625,327.5800476074219,7.863091945648193,6.993421993684024e-05,spec-104378-59910-27021598048870984.fits  ,4.431041717529297,59910,19.39352035522461,19.609851837158203,19.568979263305664,1.2135900259017944
4554359355,119.20629119873047,26.459287643432617,874335322899632768,28.0253963470459,DA,13500.0,50.54927444458008,7.848442077636719,0.00011817634367616847,spec-015021-59165-4554359355.fits         ,11.101634979248047,59165,19.796899795532227,19.438499450683594,19.797199249267578,2.23663067817688
27021597843350106,281.5198059082031,67.63590240478516,2258709045970151808,19.330419540405273,DA,8091.73095703125,35.098915100097656,7.970892429351807,0.0002820003719534725,spec-101194-59710-27021597843350106.fits  ,8.267386436462402,59710,18.667633056640625,18.311141967773438,18.56428337097168,7.2748799324035645
4545085748,130.10488891601562,3.439507007598877,3080069997427616384,21.401304244995117,DA,23027.771484375,27.769824981689453,7.797017574310303,0.00031273759668692946,spec-015257-59288-4545085748.fits         ,14.687450408935547,59288,18.361900329589844,18.70560073852539,18.53730010986328,2.2007687091827393
4554435342,121.69325256347656,27.9986515045166,683937807760705920,,DA,,,,,spec-015024-59202-4554435342.fits         ,6.783578395843506,59202,20.140300750732422,19.459999084472656,19.92930030822754,5.593184471130371
27021598053242605,76.94200134277344,1.760632872581482,3234801142069429248,52.12080001831055,DA,6925.4130859375,75.38970947265625,7.477592468261719,0.0017075211508199573,spec-103958-59901-27021598053242605.fits  ,1.9446464776992798,59901,19.766130447387695,19.219682693481445,19.538475036621094,5.418540000915527
4545006382,129.2124786376953,2.7435238361358643,3079923831100607744,32.385581970214844,DA,18500.228515625,0.23549672961235046,8.05339527130127,0.0002107581531163305,spec-015143-59205-4545006382.fits         ,20.95815086364746,59205,18.923500061035156,19.1294002532959,19.03619956970215,2.5355520248413086
27021597843756588,283.50103759765625,74.42545318603516,2267838943853424512,18.263778686523438,DA,9800.3173828125,44.35914993286133,8.301580429077148,0.0001242412399733439,spec-101757-59657-27021597843756588.fits  ,12.585251808166504,59657,16.893800735473633,16.714599609375,16.852800369262695,12.173999786376953
4599902943,203.91261291503906,13.021533966064453,3739105687884871936,18.709753036499023,DA,15799.8310546875,21.01116943359375,7.853282928466797,0.0003521304461173713,spec-015298-59292-4599902943.fits         ,7.727869510650635,59292,19.84630012512207,19.8976993560791,19.849300384521484,1.1137206554412842
27021598752005680,276.0315856933594,2.1015233993530273,4277035807539927808,11.353704452514648,DA,12689.529296875,95.88571166992188,7.825686454772949,0.00046996038872748613,spec-100521-59736-27021598752005680.fits  ,7.682903289794922,59736,18.341228485107422,18.253454208374023,18.374547958374023,4.948430061340332
27021597960235318,40.52565002441406,3.1360528469085693,2502834604822566400,11.134197235107422,DA,13173.4658203125,76.53882598876953,8.03540325164795,0.00039549588109366596,spec-104630-59902-27021597960235318.fits  ,6.221194267272949,59902,18.485200881958008,18.558040618896484,18.490951538085938,3.967789888381958
