cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
4248,0.220457,158.751312,2.7021597907E+016,254.29533386,80.19379425,1.7093877754E+018,86.213653564,DA,35000,0.062554948032,7.5,0.00012144305947,spec-102102-59653-27021597906905574.fits,7.5878648758,59653,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,0.9462,16.797,0.23,4.7,0.9531,13.462,null,-2,0.9357,9.636,null,0.4,0.9113,1,0,0,0,0,0,0,0,0nnn,0,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4249,0.220457,158.751312,2.7021597907E+016,254.29533386,80.19379425,1.7093877754E+018,86.213653564,DA,35000,0.062554948032,7.5,0.00012144305947,spec-102102-59654-27021597906905574.fits,9.2326602936,59654,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,0.9462,16.797,0.23,4.7,0.9531,13.462,null,-2,0.9357,9.636,null,0.4,0.9113,1,0,0,0,0,0,0,0,0nnn,0,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4250,0.220457,158.751312,2.7021597907E+016,254.29533386,80.19379425,1.7093877754E+018,86.213653564,DA,35000,0.062554948032,7.5,0.00012144305947,spec-102102-59658-27021597906905574.fits,22.034669876,59658,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,0.9462,16.797,0.23,4.7,0.9531,13.462,null,-2,0.9357,9.636,null,0.4,0.9113,1,0,0,0,0,0,0,0,0nnn,0,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4259,0.166234,156.751944,4589580198,205.82130432,-5.7592272758,3.6324182192E+018,null,DA,null,null,null,null,spec-015200-59246-4589580198.fits,37.132080078,59246,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.262,0.0347,15.595,0.047,23.2,0.8968,15.612,0.127,8.5,0.9673,12.228,null,1.7,0.8691,9.329,null,-1,1.021,1,0,0,0,0,0.002,0,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4260,0.166234,156.751944,4589580198,205.82130432,-5.7592272758,3.6324182192E+018,null,DA,null,null,null,null,spec-015200-59273-4589580198.fits,64.422607422,59273,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.262,0.0347,15.595,0.047,23.2,0.8968,15.612,0.127,8.5,0.9673,12.228,null,1.7,0.8691,9.329,null,-1,1.021,1,0,0,0,0,0.002,0,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4261,0.166234,156.751944,4589580198,205.82130432,-5.7592272758,3.6324182192E+018,null,DA,null,null,null,null,spec-015200-59305-4589580198.fits,25.565311432,59305,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.262,0.0347,15.595,0.047,23.2,0.8968,15.612,0.127,8.5,0.9673,12.228,null,1.7,0.8691,9.329,null,-1,1.021,1,0,0,0,0,0.002,0,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4262,0.166234,156.751944,4589580198,205.82130432,-5.7592272758,3.6324182192E+018,null,DA,null,null,null,null,spec-015200-59324-4589580198.fits,37.90102005,59324,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.262,0.0347,15.595,0.047,23.2,0.8968,15.612,0.127,8.5,0.9673,12.228,null,1.7,0.8691,9.329,null,-1,1.021,1,0,0,0,0,0.002,0,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4263,0.166234,156.751944,4589580198,205.82130432,-5.7592272758,3.6324182192E+018,null,DA,null,null,null,null,spec-015349-59304-4589580198.fits,19.200065613,59304,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.262,0.0347,15.595,0.047,23.2,0.8968,15.612,0.127,8.5,0.9673,12.228,null,1.7,0.8691,9.329,null,-1,1.021,1,0,0,0,0,0.002,0,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4284,0.946711,-92.267231,2.7021597936E+016,331.04275513,2.5588772297,2.6832717859E+018,1063.6851807,DA,15578.454102,37.492591858,7.9916734695,0.00021113114781,spec-103532-59899-27021597936284393.fits,22.617176056,59899,J220410.19+023331.9,331.0424921,2.5588668,0.9118,0.9229,-0.2311,16.922,0.155,7,0.8176,16.593,0.418,2.6,0.964,12.61,null,-0.9,0.9963,9.082,null,-1.8,0.9889,1,0,0,0,0,0,0,0,nnnn,0,3,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4288,0.567498,107.330539,2.702159815E+016,147.9332428,7.8322982788,3.8538717152E+018,223.69073486,DA,11281.253906,18.765115738,8.1137981415,0.00020242207393,spec-101281-59641-27021598150366041.fits,26.332109451,59641,J095144.01+074956.1,147.9333947,7.8322513,0.8978,0.9741,0.0997,16.981,0.173,6.3,0.8552,15.914,0.235,4.6,0.9283,12.493,null,0.2,0.8034,8.976,null,-0.1,0.9288,1,0,0,0,0,0,0,0,nnnn,0,1,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4289,0.567498,107.330539,2.702159815E+016,147.9332428,7.8322982788,3.8538717152E+018,223.69073486,DA,11281.253906,18.765115738,8.1137981415,0.00020242207393,spec-101281-60029-27021598150366041.fits,31.191743851,60029,J095144.01+074956.1,147.9333947,7.8322513,0.8978,0.9741,0.0997,16.981,0.173,6.3,0.8552,15.914,0.235,4.6,0.9283,12.493,null,0.2,0.8034,8.976,null,-0.1,0.9288,1,0,0,0,0,0,0,0,nnnn,0,1,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4312,0.309552,-86.7046,2.7021597907E+016,263.97360229,80.356140137,1.7068001822E+018,31.106386185,DA,28415.871094,19.502344131,7.7124056816,0.00019586533017,spec-100159-59647-27021597906871459.fits,17.239191055,59647,J173553.54+802122.1,263.9730899,80.3561451,0.308,0.3253,-0.0808,16.416,0.056,19.4,0.875,16.497,0.173,6.3,0.9524,13.565,null,-2.7,0.9978,9.826,null,-1.2,1.074,1,0,0,0,0,0,0,0,00nn,0,20,50,6,50,1,47,0,47,717179854,16.041,0.093,16.12,0.234,16.931,null
4313,0.309552,-86.7046,2.7021597907E+016,263.97360229,80.356140137,1.7068001822E+018,31.106386185,DA,28415.871094,19.502344131,7.7124056816,0.00019586533017,spec-100159-60064-27021597906871459.fits,35.339057922,60064,J173553.54+802122.1,263.9730899,80.3561451,0.308,0.3253,-0.0808,16.416,0.056,19.4,0.875,16.497,0.173,6.3,0.9524,13.565,null,-2.7,0.9978,9.826,null,-1.2,1.074,1,0,0,0,0,0,0,0,00nn,0,20,50,6,50,1,47,0,47,717179854,16.041,0.093,16.12,0.234,16.931,null
4337,0.102674,-142.373965,4543205861,112.93793488,23.897926331,8.6685056929E+017,70.964958191,DA,12124.855469,18.574420929,8.0963363647,0.000086972519057,spec-015191-59247-4543205861.fits,23.314844131,59247,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,0.8874,16.283,0.333,3.3,0.8982,12.616,null,0.1,0.9055,8.651,null,1.1,0.9364,1,0,0,0,0,0,0,0,0nnn,0,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4338,0.102674,-142.373965,4543205861,112.93793488,23.897926331,8.6685056929E+017,70.964958191,DA,12124.855469,18.574420929,8.0963363647,0.000086972519057,spec-015285-59276-4543205861.fits,0.6264398694,59276,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,0.8874,16.283,0.333,3.3,0.8982,12.616,null,0.1,0.9055,8.651,null,1.1,0.9364,1,0,0,0,0,0,0,0,0nnn,0,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4339,0.102674,-142.373965,4543205861,112.93793488,23.897926331,8.6685056929E+017,70.964958191,DA,12124.855469,18.574420929,8.0963363647,0.000086972519057,spec-015285-59304-4543205861.fits,44.429698944,59304,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,0.8874,16.283,0.333,3.3,0.8982,12.616,null,0.1,0.9055,8.651,null,1.1,0.9364,1,0,0,0,0,0,0,0,0nnn,0,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4372,0.866022,-86.590628,2.7021597975E+016,76.051055908,-5.3047647476,3.2115495292E+018,23.974439621,DA,6849.7602539,2.421554327,7.7708997726,0.00081753509585,spec-103667-59882-27021597974904568.fits,15.492378235,59882,J050412.19-051817.1,76.0508147,-5.3047504,0.8463,0.9234,-0.1856,16.979,0.153,7.1,1.072,16.256,null,1.8,0.9596,12.774,null,-1.4,1.057,9.14,null,-2.5,1.001,1,0,0,0,0,0,0,0,nnnn,11,1,13,1,13,0,12,0,12,67903306,16.71,0.133,16.338,0.207,16.059,null
4380,0.721015,-38.864521,2.7021598721E+016,302.06265259,-7.6051006317,4.2165960313E+018,295.71603394,DA,18249.839844,1.7075920105,7.7201881409,0.0010379003361,spec-101012-59820-27021598721415683.fits,6.5254788399,59820,J200815.00-073617.8,302.0625258,-7.6049447,0.4954,0.5265,-0.1501,16.177,0.087,12.5,0.9904,16.057,0.257,4.2,1.074,12.308,null,0.7,0.8907,8.947,null,-2.2,0.846,1,0,0,0,0,0,0,0,0nnn,0,8,11,0,11,0,10,0,10,null,null,null,null,null,null,null
4388,0.709276,-4.694632,2.7021598147E+016,204.59416199,-3.7886817455,3.6341515349E+018,34.167255402,DA,21068.015625,70.542655945,8.571595192,0.00020793316071,spec-019484-59636-27021598146796063.fits,17.707725525,59636,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,0.8788,16.517,0.268,4,0.9412,12.931,null,0.1,0.9345,9.404,null,-1.3,0.9753,1,0,0,0,0,0,0,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4389,0.709276,-4.694632,2.7021598147E+016,204.59416199,-3.7886817455,3.6341515349E+018,34.167255402,DA,21068.015625,70.542655945,8.571595192,0.00020793316071,spec-027689-60024-27021598146796063.fits,10.130861282,60024,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,0.8788,16.517,0.268,4,0.9412,12.931,null,0.1,0.9345,9.404,null,-1.3,0.9753,1,0,0,0,0,0,0,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4390,0.709276,-4.694632,2.7021598147E+016,204.59416199,-3.7886817455,3.6341515349E+018,34.167255402,DA,21068.015625,70.542655945,8.571595192,0.00020793316071,spec-027689-60025-27021598146796063.fits,22.304552078,60025,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,0.8788,16.517,0.268,4,0.9412,12.931,null,0.1,0.9345,9.404,null,-1.3,0.9753,1,0,0,0,0,0,0,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4391,0.709276,-4.694632,2.7021598147E+016,204.59416199,-3.7886817455,3.6341515349E+018,34.167255402,DA,21068.015625,70.542655945,8.571595192,0.00020793316071,spec-103284-59643-27021598146796063.fits,16.703914642,59643,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,0.8788,16.517,0.268,4,0.9412,12.931,null,0.1,0.9345,9.404,null,-1.3,0.9753,1,0,0,0,0,0,0,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4392,0.709276,-4.694632,2.7021598147E+016,204.59416199,-3.7886817455,3.6341515349E+018,34.167255402,DA,21068.015625,70.542655945,8.571595192,0.00020793316071,spec-103284-60056-27021598146796063.fits,20.153932571,60056,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,0.8788,16.517,0.268,4,0.9412,12.931,null,0.1,0.9345,9.404,null,-1.3,0.9753,1,0,0,0,0,0,0,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4427,0.28287,-160.318051,4597294597,173.3177948,27.129880905,4.0185544751E+018,67.577827454,DA,6000.0024414,0.12033814192,8.2100391388,0.000010820896023,spec-015293-59293-4597294597.fits,27.185377121,59293,J113316.26+270747.3,173.3177651,27.1298069,0.5196,0.5711,0.1045,16.422,0.091,11.9,0.9453,16.157,0.242,4.5,0.9055,12.678,null,0.3,0.8422,8.846,null,0.6,0.9307,1,0,0,0,0,0.004,0,0,1nnn,0,9,14,1,14,0,14,0,14,null,null,null,null,null,null,null
4428,0.28287,-160.318051,4597294597,173.3177948,27.129880905,4.0185544751E+018,67.577827454,DA,6000.0024414,0.12033814192,8.2100391388,0.000010820896023,spec-015293-59312-4597294597.fits,25.228460312,59312,J113316.26+270747.3,173.3177651,27.1298069,0.5196,0.5711,0.1045,16.422,0.091,11.9,0.9453,16.157,0.242,4.5,0.9055,12.678,null,0.3,0.8422,8.846,null,0.6,0.9307,1,0,0,0,0,0.004,0,0,1nnn,0,9,14,1,14,0,14,0,14,null,null,null,null,null,null,null
4429,0.28287,-160.318051,4597294597,173.3177948,27.129880905,4.0185544751E+018,67.577827454,DA,6000.0024414,0.12033814192,8.2100391388,0.000010820896023,spec-015293-59340-4597294597.fits,24.472547531,59340,J113316.26+270747.3,173.3177651,27.1298069,0.5196,0.5711,0.1045,16.422,0.091,11.9,0.9453,16.157,0.242,4.5,0.9055,12.678,null,0.3,0.8422,8.846,null,0.6,0.9307,1,0,0,0,0,0.004,0,0,1nnn,0,9,14,1,14,0,14,0,14,null,null,null,null,null,null,null
4432,0.260185,5.346446,2.7021598726E+016,312.05874634,-1.6576323509,4.226739404E+018,33.121795654,DA,31224.306641,295.00189209,7.3312854767,0.000083526450908,spec-101059-59797-27021598726273847.fits,9.2556228638,59797,J204814.10-013927.2,312.0587531,-1.6575604,0.2044,0.2095,-0.0525,14.867,0.039,27.8,0.8634,15.09,0.138,7.9,1.104,12.243,null,0.1,0.8943,8.793,null,-1.1,0.9567,2,0,0,0,0,0,0,0,0nnn,2255,13,13,3,11,0,7,0,7,90429454,15.669,0.071,15.015,0.087,14.893,0.123
4491,0.536616,-157.882962,2.7021597912E+016,176.68254089,78.139175415,1.1288884825E+018,13.235787392,DA,7541.0698242,42.164733887,7.22458601,0.0003546573862,spec-100815-59981-27021597911842088.fits,9.5137758255,59981,J114643.74+780820.5,176.6822678,78.1390373,0.3462,0.3412,0.0919,16.164,0.059,18.4,1.133,16.468,0.219,5,0.9326,12.964,null,0.5,0.8907,9.455,null,-0.8,0.9483,1,0,0,0,0,0,0,0,1nnn,0,16,25,1,25,0,25,0,25,933551501,16.191,0.096,15.814,null,15.345,null
4508,0.800259,153.532701,2.7021598101E+016,120.76246643,4.2486491203,3.0944814338E+018,7.1764845848,DA,6043.8076172,43.807762146,7.3130960464,0.0025659820531,spec-104366-59902-27021598101385543.fits,3.9895467758,59902,J080303.01+041454.4,120.7625658,4.2484501,0.8331,0.8896,-0.0327,16.97,0.145,7.5,0.9318,16.63,0.371,2.9,0.8612,12.735,null,-0.6,0.9046,9.126,null,-0.4,1.09,1,0,0,0,0,0,0,0,nnnn,1111,1,15,1,15,0,13,0,13,null,null,null,null,null,null,null
4509,0.800259,153.532701,2.7021598101E+016,120.76246643,4.2486491203,3.0944814338E+018,7.1764845848,DA,6043.8076172,43.807762146,7.3130960464,0.0025659820531,spec-104366-59904-27021598101385543.fits,4.6461515427,59904,J080303.01+041454.4,120.7625658,4.2484501,0.8331,0.8896,-0.0327,16.97,0.145,7.5,0.9318,16.63,0.371,2.9,0.8612,12.735,null,-0.6,0.9046,9.126,null,-0.4,1.09,1,0,0,0,0,0,0,0,nnnn,1111,1,15,1,15,0,13,0,13,null,null,null,null,null,null,null
4519,0.564784,-78.034281,2.7021598726E+016,311.67129517,-3.988915205,6.9150047551E+018,5.3307585716,DA,13000.783203,0.84557127953,8.3827800751,0.0014418856008,spec-101058-59840-27021598726122386.fits,3.6951949596,59840,J204641.07-035919.9,311.6711413,-3.9888827,0.5077,0.5523,-0.1353,17.358,0.2,5.4,1.016,16.143,0.255,4.3,1.108,12.647,null,-0.3,0.931,9.072,null,-0.8,1.053,1,0,0,0,0,0,00H0,0,nnnn,1133,1,16,0,16,0,12,0,12,null,null,null,null,null,null,null
4537,0.195031,41.658981,2.7021598104E+016,131.18295288,11.423949242,6.0184339055E+017,21.869335175,DA,17493.779297,211.16571045,7.4391279221,0.0001673867082,spec-102022-59644-27021598104112823.fits,15.920948029,59644,J084443.91+112526.3,131.1829896,11.4239897,0.1324,0.1401,-0.0161,14.057,0.03,35.9,0.8287,13.825,0.045,23.9,0.9631,12.265,null,0.8,0.7428,9.155,null,-1.1,0.9896,1,0,0,0,0,0,0,0,01nn,1100,12,12,12,12,0,12,0,12,953965630,15.096,0.038,14.536,0.048,14.229,0.059
4547,0.994915,-30.477264,2.7021597971E+016,55.162002563,-0.49643725157,3.2634840031E+018,24.737558365,DA,7006.2514648,4.5141143799,7.8158516884,0.0005126898177,spec-101844-59967-27021597970635686.fits,17.693061829,59967,J034038.84-002946.3,55.1618624,-0.4961991,0.5198,0.5445,-0.1439,16.219,0.089,12.2,0.906,16.403,null,1.4,0.9217,12.732,null,-0.4,0.9257,8.984,0.48,2.3,0.9617,1,0,0,0,0,0,0,0,0nnn,0,9,12,0,12,0,11,0,11,1320630223,16.465,0.111,16.234,0.161,16.43,null
4553,0.827983,-10.191621,2.7021598726E+016,227.48695374,1.9354401827,4.4202426315E+018,21.852233887,DA,20752.767578,247.19596863,7.9374685287,0.00048398680519,spec-104547-59666-27021598726484480.fits,7.4293956757,59666,J150956.85+015608.3,227.486913,1.9356665,0.7667,0.8494,-0.054,17.159,0.133,8.1,0.7785,16.902,0.382,2.8,0.8735,12.641,null,0.9,0.8942,9.423,null,-0.3,1.011,1,0,0,0,0,0.004,0,0,nnnn,11,3,24,1,24,0,22,0,22,983857138,16.601,0.115,16.451,0.209,15.347,null
4554,0.827983,-10.191621,2.7021598726E+016,227.48695374,1.9354401827,4.4202426315E+018,21.852233887,DA,20752.767578,247.19596863,7.9374685287,0.00048398680519,spec-104547-60059-27021598726484480.fits,42.16891861,60059,J150956.85+015608.3,227.486913,1.9356665,0.7667,0.8494,-0.054,17.159,0.133,8.1,0.7785,16.902,0.382,2.8,0.8735,12.641,null,0.9,0.8942,9.423,null,-0.3,1.011,1,0,0,0,0,0.004,0,0,nnnn,11,3,24,1,24,0,22,0,22,983857138,16.601,0.115,16.451,0.209,15.347,null
4555,0.827983,-10.191621,2.7021598726E+016,227.48695374,1.9354401827,4.4202426315E+018,21.852233887,DA,20752.767578,247.19596863,7.9374685287,0.00048398680519,spec-104547-60062-27021598726484480.fits,34.309803009,60062,J150956.85+015608.3,227.486913,1.9356665,0.7667,0.8494,-0.054,17.159,0.133,8.1,0.7785,16.902,0.382,2.8,0.8735,12.641,null,0.9,0.8942,9.423,null,-0.3,1.011,1,0,0,0,0,0.004,0,0,nnnn,11,3,24,1,24,0,22,0,22,983857138,16.601,0.115,16.451,0.209,15.347,null
4562,0.582523,28.083727,2.702159793E+016,349.51757812,-4.9129161835,2.6337912887E+018,4522.0263672,DA,12799.899414,440.30126953,7.25,0.0021765436977,spec-103499-59939-27021597929599835.fits,11.217528343,59939,J231804.23-045445.9,349.5176546,-4.9127734,0.3875,0.4058,-0.1119,15.916,0.068,16,1.77,16.084,0.253,4.3,1.109,12.678,null,-1,0.9842,9.119,null,-1.3,0.9036,1,0,0,0,0,0,0,0,1nnn,0,10,13,3,13,0,13,1,13,1320164401,15.95,0.084,16.438,null,17.057,null
4683,0.951277,76.578236,2.702159815E+016,151.448349,3.1412036419,3.836605981E+018,30.341106415,DA,8035.5556641,14.1191082,7.9937162399,0.00032205620664,spec-101276-59644-27021598150250511.fits,21.484596252,59644,J100547.66+030828.5,151.4486064,3.141265,0.9238,0.9975,0.1236,16.944,0.16,6.8,0.9533,16.916,0.542,2,0.9654,11.939,null,1.9,0.9335,9.101,null,-0.2,0.9333,1,0,0,0,0,0,0,0,nnnn,0,2,11,0,11,0,11,0,11,null,null,null,null,null,null,null
4728,0.650205,20.478686,4346402708,243.3679657,54.344837189,1.4289574421E+018,26.738500595,DA,12435.334961,66.235404968,7.9811749458,0.00013833564299,spec-015329-59343-4346402708.fits,12.872135162,59343,J161328.33+542042.0,243.3680741,54.3450064,0.3537,0.3756,0.0898,17.027,0.063,17.2,0.9619,16.926,0.177,6.1,0.889,13.941,null,-0.6,0.9752,9.584,null,1.3,1.009,1,0,0,0,0,0,0,0,3nnn,0,11,87,1,87,0,82,0,82,null,null,null,null,null,null,null
4729,0.650205,20.478686,4346402708,243.3679657,54.344837189,1.4289574421E+018,26.738500595,DA,12435.334961,66.235404968,7.9811749458,0.00013833564299,spec-015330-59324-4346402708.fits,9.5112915039,59324,J161328.33+542042.0,243.3680741,54.3450064,0.3537,0.3756,0.0898,17.027,0.063,17.2,0.9619,16.926,0.177,6.1,0.889,13.941,null,-0.6,0.9752,9.584,null,1.3,1.009,1,0,0,0,0,0,0,0,3nnn,0,11,87,1,87,0,82,0,82,null,null,null,null,null,null,null
4730,0.650205,20.478686,4346402708,243.3679657,54.344837189,1.4289574421E+018,26.738500595,DA,12435.334961,66.235404968,7.9811749458,0.00013833564299,spec-015330-59344-4346402708.fits,8.6721715927,59344,J161328.33+542042.0,243.3680741,54.3450064,0.3537,0.3756,0.0898,17.027,0.063,17.2,0.9619,16.926,0.177,6.1,0.889,13.941,null,-0.6,0.9752,9.584,null,1.3,1.009,1,0,0,0,0,0,0,0,3nnn,0,11,87,1,87,0,82,0,82,null,null,null,null,null,null,null
4849,0.187022,158.436068,4430027251,109.3478241,-26.230543137,5.6163056051E+018,null,DA,null,null,null,null,spec-015116-59212-4430027251.fits,2.8704333305,59212,J071723.48-261350.1,109.3478454,-26.2305915,0.3004,0.3377,0.0519,16.156,0.08,13.6,1.163,14.792,0.08,13.6,1.004,10.825,0.086,12.6,1.017,8.439,0.266,4.1,1.069,1,0,0,0,0,0,0,0,011n,0,10,15,9,15,8,12,1,12,null,null,null,null,null,null,null
4850,0.187022,158.436068,4430027251,109.3478241,-26.230543137,5.6163056051E+018,null,DA,null,null,null,null,spec-015116-59218-4430027251.fits,6.1575102806,59218,J071723.48-261350.1,109.3478454,-26.2305915,0.3004,0.3377,0.0519,16.156,0.08,13.6,1.163,14.792,0.08,13.6,1.004,10.825,0.086,12.6,1.017,8.439,0.266,4.1,1.069,1,0,0,0,0,0,0,0,011n,0,10,15,9,15,8,12,1,12,null,null,null,null,null,null,null
4851,0.187022,158.436068,4430027251,109.3478241,-26.230543137,5.6163056051E+018,null,DA,null,null,null,null,spec-015116-59220-4430027251.fits,4.2276339531,59220,J071723.48-261350.1,109.3478454,-26.2305915,0.3004,0.3377,0.0519,16.156,0.08,13.6,1.163,14.792,0.08,13.6,1.004,10.825,0.086,12.6,1.017,8.439,0.266,4.1,1.069,1,0,0,0,0,0,0,0,011n,0,10,15,9,15,8,12,1,12,null,null,null,null,null,null,null
5016,0.369285,146.006969,2.702159784E+016,334.89016724,70.934135437,2.2296249319E+018,32.888324738,DA,6004.8652344,0.57049101591,8.0956401825,0.000011915762116,spec-101714-59899-27021597839988455.fits,22.948316574,59899,J221933.68+705602.5,334.8903428,70.9340504,0.1982,0.1856,-0.0231,15.916,0.039,27.5,0.9934,15.771,0.073,14.9,0.896,12.302,0.158,6.9,1.012,8.472,0.134,8.1,1.049,1,0,0,0,0,0,0,0,0,11,45,78,8,78,10,74,6,74,751562836,15.566,0.07,15.96,0.196,15.576,0.221
5039,0.967067,-157.031182,2.7021598151E+016,156.27235413,9.4827623367,3.8761393339E+018,22.550535202,DA,11678.69043,97.823928833,8.25,0.000059694273659,spec-101249-59697-27021598151496184.fits,16.302045822,59697,J102505.33+092857.0,156.2722478,9.482515,0.3351,0.38,0.067,16.672,0.12,9.1,1.05,16.312,0.397,2.7,0.9947,11.96,null,1.1,1.097,8.424,null,1.1,0.6951,1,0,0,0,0,0,0,0,2nnn,5577,7,15,1,9,0,8,0,9,null,null,null,null,null,null,null
5133,0.930881,137.024505,2.7021597907E+016,232.64518738,74.435752869,1.6977906121E+018,58.594455719,DA,13024.12207,24.140079498,8.3946208954,0.00015751257888,spec-100736-59680-27021597907406261.fits,16.470664978,59680,J153035.00+742608.0,232.6458443,74.4355637,0.5933,0.537,-0.0686,17.182,0.092,11.8,0.8923,17.609,null,0.5,0.9419,13.573,null,-0.5,0.906,9.702,null,0.4,1.102,1,0,0,0,0,0,0,0,1nnn,0,5,49,1,49,0,46,1,46,617017953,16.578,0.136,16.653,null,17.187,null
5134,0.930881,137.024505,2.7021597907E+016,232.64518738,74.435752869,1.6977906121E+018,58.594455719,DA,13024.12207,24.140079498,8.3946208954,0.00015751257888,spec-100736-59686-27021597907406261.fits,21.57450676,59686,J153035.00+742608.0,232.6458443,74.4355637,0.5933,0.537,-0.0686,17.182,0.092,11.8,0.8923,17.609,null,0.5,0.9419,13.573,null,-0.5,0.906,9.702,null,0.4,1.102,1,0,0,0,0,0,0,0,1nnn,0,5,49,1,49,0,46,1,46,617017953,16.578,0.136,16.653,null,17.187,null
5135,0.930881,137.024505,2.7021597907E+016,232.64518738,74.435752869,1.6977906121E+018,58.594455719,DA,13024.12207,24.140079498,8.3946208954,0.00015751257888,spec-100736-59712-27021597907406261.fits,33.025100708,59712,J153035.00+742608.0,232.6458443,74.4355637,0.5933,0.537,-0.0686,17.182,0.092,11.8,0.8923,17.609,null,0.5,0.9419,13.573,null,-0.5,0.906,9.702,null,0.4,1.102,1,0,0,0,0,0,0,0,1nnn,0,5,49,1,49,0,46,1,46,617017953,16.578,0.136,16.653,null,17.187,null
5213,0.260287,59.966474,2.702159815E+016,149.71075439,1.7900350094,3.834721388E+018,11.538946152,DA,15749.875977,0.011309996247,7.8969554901,0.00036312412703,spec-101283-59955-27021598150219111.fits,7.4054617882,59955,J095850.59+014724.2,149.710817,1.7900712,0.6005,0.6451,-0.0544,16.442,0.105,10.3,0.7371,16.745,0.478,2.3,0.92,12.669,null,-2.2,1.079,8.996,null,-2.3,0.9805,1,0,0,0,0,0,0,0,0nnn,1111,5,11,0,11,0,11,0,11,807452396,15.906,0.088,16.001,0.153,16.215,null
