CATALOGID,ra,dec,GAIA_DR3_SOURCE_ID,SNR_SnowWhite,WD_TYPE,Teff_SnowWhite,E_Teff_SnowWhite,Logg_SnowWhite,E_Logg_SnowWhite,SPEC_FILE,SN_MEDIAN_ALL,MJD
4351438531,196.693786621094,56.7507438659668,1.56494682264348E+018,15.9830408096313,DA,8160.80517578125,32.9188232421875,7.87489366531372,0.000244973169174045,spec-015348-59329-4351438531.fits         ,7.90012168884277,59329
2.70215981503094E+016,151.823089599609,5.62890148162842,3.87320941027278E+018,15.4588470458984,DA,12405.609375,20.8313808441162,8.04824256896973,0.000602290849201381,spec-101276-59644-27021598150309409.fits  ,11.1770877838135,59644
2.70215987214286E+016,303.034790039062,-7.86076545715332,4.21579054027434E+018,11.4090614318848,DA,27000.033203125,0.0294113494455814,7.75337171554565,0.000293592544039711,spec-104203-59847-27021598721428583.fits  ,7.86972427368164,59847
2.70215978399671E+016,338.889068603516,70.4860229492188,2.22644538478801E+018,15.1966943740845,DA,7000,0.320927679538727,7.67882204055786,0.00285696820355952,spec-101714-59899-27021597839967081.fits  ,3.51721215248108,59899
4350486989,230.630523681641,38.6054306030273,1.38767111978756E+018,10.93337059021,DA,15092.291015625,157.745635986328,7.46738433837891,0.000659693847410381,spec-015358-59387-4350486989.fits         ,7.47938108444214,59387
2.70215981515056E+016,158.642868041992,7.13242864608765,3.86272959128685E+018,37.0261840820312,DA,19518.943359375,72.7776794433594,8.77577304840088,0.000295369914965704,spec-101240-59690-27021598151505559.fits  ,15.5196046829224,59690
2.70215981515056E+016,158.642868041992,7.13242864608765,3.86272959128685E+018,37.0261840820312,DA,19518.943359375,72.7776794433594,8.77577304840088,0.000295369914965704,spec-101240-60053-27021598151505559.fits  ,14.2352743148804,60053
2.70215987336857E+016,264.216979980469,2.70982956886291,4.37696021454706E+018,33.9332580566406,DA,10254.904296875,45.6198234558106,8.66440963745117,0.00195335270836949,spec-103193-59731-27021598733685662.fits  ,2.99174857139587,59731
4359659361,174.035186767578,58.7708702087402,8.58150992775012E+017,57.2670135498047,DA,7312.4560546875,0.843208909034729,7.73421287536621,0.000229369266889989,spec-015235-59254-4359659361.fits         ,19.1058597564697,59254
4359659361,174.035186767578,58.7708702087402,8.58150992775012E+017,57.2670135498047,DA,7312.4560546875,0.843208909034729,7.73421287536621,0.000229369266889989,spec-015235-59281-4359659361.fits         ,20.446985244751,59281
4359659361,174.035186767578,58.7708702087402,8.58150992775012E+017,57.2670135498047,DA,7312.4560546875,0.843208909034729,7.73421287536621,0.000229369266889989,spec-015235-59315-4359659361.fits         ,22.2994747161865,59315
4359659361,174.035186767578,58.7708702087402,8.58150992775012E+017,57.2670135498047,DA,7312.4560546875,0.843208909034729,7.73421287536621,0.000229369266889989,spec-015235-59346-4359659361.fits         ,20.7490844726563,59346
2.7021597933617E+016,19.456657409668,-1.2283501625061,2.53360481568329E+018,1190.78430175781,DA,6952.57470703125,50.6209487915039,7.84997272491455,0.00407731346786022,spec-104645-59934-27021597933616958.fits  ,2.394695520401,59934
2.70215980500438E+016,52.6311721801758,0.415287792682648,3.26426121610527E+018,6.00243043899536,DA,15000,473.401062011719,7.8906888961792,0.00115597189869732,spec-101843-59970-27021598050043844.fits  ,4.15127515792847,59970
4538547124,94.424560546875,21.8282871246338,3.37669658796693E+018,10.5610237121582,DA,9889.3251953125,49.0251922607422,8.5651741027832,0.00038424544618465,spec-015113-59190-4538547124.fits         ,5.48926258087158,59190
4538547124,94.424560546875,21.8282871246338,3.37669658796693E+018,10.5610237121582,DA,9889.3251953125,49.0251922607422,8.5651741027832,0.00038424544618465,spec-015113-59217-4538547124.fits         ,3.62655138969421,59217
4538547124,94.424560546875,21.8282871246338,3.37669658796693E+018,10.5610237121582,DA,9889.3251953125,49.0251922607422,8.5651741027832,0.00038424544618465,spec-015278-59301-4538547124.fits         ,4.73973083496094,59301
2.70215988644054E+016,296.897186279297,2.76861619949341,4.24170420397282E+018,291.040740966797,DA,12681.4013671875,563.611938476562,7.25,0.00249999994412065,spec-100463-59821-27021598864405382.fits  ,0.897990345954895,59821
2.70215988644054E+016,296.897186279297,2.76861619949341,4.24170420397282E+018,291.040740966797,DA,12681.4013671875,563.611938476562,7.25,0.00249999994412065,spec-100463-59840-27021598864405382.fits  ,3.29267692565918,59840
2.70215987259934E+016,310.569213867188,-1.71565401554108,4.22544868046967E+018,16.378849029541,DA,11854.27734375,343.070037841797,8.26804447174072,7.29223893358721E-06,spec-101045-59763-27021598725993360.fits  ,4.44703817367554,59763
