cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
948,7.219655,-67.325425,4542225862,1.1445359802E+02,1.8272090912E+01,J073748.39+181622.3,114.4516493,18.2728640,0.3314,0.3594,-0.0613,16.882,0.112,9.7,1.030E+00,17.022,0.441,2.5,1.006E+00,12.382,null,-0.5,8.921E-01,8.974,null,0.2,1.073E+00,1,0,0.000,0.000,0.000,0.000,-2518,1361,-302,1464,0000,0,nnnn,BCUU,0000,8,24,0,24,0,12,0,12
950,9.992302,-21.035307,5240362255,2.8738717651E+02,7.8442125320E+00,J190932.68+075048.4,287.3861708,7.8468032,0.0711,0.0744,-0.0115,11.816,0.034,31.8,5.149E+00,11.578,0.038,28.5,1.974E+00,11.288,null,0.1,2.641E-01,8.685,null,-2.6,1.036E+00,1,0,0.000,0.000,0.000,0.000,33,73,320,77,hh0D,1,42nn,AAUU,0000,30,30,30,30,0,14,0,15
953,8.965874,-67.552102,4375836853,3.0506490707E+01,-3.1588625908E+00,J020201.00-030928.4,30.5041854,-3.1579116,0.2708,0.2822,-0.0766,17.032,0.090,12.1,9.376E-01,16.897,0.354,3.1,8.644E-01,12.808,null,-0.5,9.116E-01,9.336,null,-1.2,9.427E-01,1,0,0.000,0.000,0.000,0.000,-222,720,-565,752,0000,0,nnnn,ABUU,1200,7,48,0,41,0,23,0,23
954,6.802306,-152.707284,27021598754303505,2.7625561523E+02,4.1863784790E+00,J182501.13+041104.9,276.2547465,4.1846993,0.2373,0.2504,-0.0617,16.066,0.082,13.3,8.622E-01,16.703,0.359,3.0,8.752E-01,12.142,null,0.9,9.799E-01,8.269,null,1.8,8.408E-01,1,0,0.000,0.000,0.000,0.000,3,775,-110,835,0h00,0,1nnn,ACUU,0000,16,27,0,27,0,12,0,12
955,0.913651,-12.022966,4383237662,3.4436499023E+02,1.9359939575E+01,J225727.58+192136.6,344.3649342,19.3601878,0.2053,0.2091,-0.0671,16.328,0.070,15.6,9.013E-01,16.572,0.279,3.9,9.900E-01,12.666,null,-0.3,9.888E-01,9.022,null,-1.0,9.920E-01,1,0,0.000,0.000,0.000,0.000,-572,815,-90,829,0000,0,0nnn,ABUU,1100,19,25,1,24,0,12,0,12
955,9.658552,-145.738044,4383237662,3.4436499023E+02,1.9359939575E+01,J225727.21+192127.7,344.3633893,19.3577222,0.1403,0.1427,-0.0425,15.828,0.053,20.5,9.074E-01,15.401,0.099,11.0,9.157E-01,11.857,0.271,4.0,9.360E-01,8.883,null,0.3,9.481E-01,1,0,0.000,0.000,0.000,0.000,41,536,37,541,0000,0,0nnn,AABU,1100,24,25,5,24,0,12,0,12
956,1.835670,-135.028608,27021598053211421,7.8714958191E+01,4.5472463965E-01,J051451.50+002715.7,78.7145978,0.4543639,0.6272,0.6733,-0.1448,17.626,0.204,5.3,9.185E-01,17.226,null,0.3,8.610E-01,12.374,null,0.4,9.422E-01,9.213,null,-1.3,1.130E+00,1,0,0.002,0.000,0.000,0.000,2532,2854,4789,3091,0000,0,nnnn,BUUU,0000,1,25,0,25,0,12,0,12
956,8.078820,-143.658721,27021598053211421,7.8714958191E+01,4.5472463965E-01,J051451.27+002710.5,78.7136283,0.4529170,0.1781,0.1880,-0.0328,16.112,0.064,17.0,8.366E-01,16.525,0.261,4.2,8.480E-01,12.464,null,-0.5,8.481E-01,9.015,null,-1.3,9.924E-01,1,0,0.000,0.000,0.000,0.000,316,680,-170,723,0000,0,0nnn,ABUU,0000,15,25,2,25,0,12,0,12
960,4.254030,-48.668198,4592936774,1.4417915344E+02,2.3153162003E+00,J093642.78+021857.9,144.1782654,2.3160966,0.0638,0.0650,-0.0088,14.388,0.029,37.7,9.545E-01,14.261,0.046,23.7,9.485E-01,12.545,0.464,2.3,1.040E+00,8.902,null,0.7,9.438E-01,1,0,0.000,0.000,0.000,0.000,108,144,-20,157,0000,0,01nn,AACU,0000,27,27,27,27,0,16,0,16
961,6.028637,34.402079,27021598112848105,1.1681130981E+02,3.8010612488E+01,J074715.00+380043.1,116.8125107,38.0119942,0.2644,0.2895,-0.0342,16.836,0.093,11.7,1.106E+00,16.517,0.254,4.3,9.572E-01,12.004,null,1.4,8.672E-01,8.720,null,0.6,9.091E-01,1,0,0.000,0.000,0.000,0.002,-109,1053,2318,1166,0000,0,0nnn,ABUU,0000,10,27,2,27,0,13,0,13
963,9.453871,134.328583,4350785956,2.1948937988E+02,4.0492694855E+01,J143758.04+402927.0,219.4918500,40.4908598,0.3788,0.4057,0.0847,17.463,0.134,8.1,1.009E+00,16.929,0.286,3.8,8.546E-01,12.776,null,0.4,1.039E+00,9.331,null,-0.8,9.435E-01,1,0,0.000,0.000,0.000,0.000,1347,1384,128,1496,0000,0,nnnn,BBUU,0000,4,38,1,38,0,21,0,21
964,5.933036,-69.986685,4384457654,3.5130187988E+02,2.5189285278E+01,J232512.04+251123.4,351.3001686,25.1898493,0.0375,0.0359,0.0098,10.049,0.022,48.4,1.202E+00,10.053,0.020,53.5,1.173E+00,9.948,0.054,20.1,7.853E-01,9.229,null,-0.9,1.003E+00,1,0,0.000,0.000,0.000,0.000,4,39,27,38,0000,0,000n,AAAU,0111,27,27,27,27,14,14,0,14
967,0.739899,171.012705,5209116444,2.7237173462E+02,1.3940122604E+01,J180929.22+135623.7,272.3717677,13.9399196,0.3549,0.3976,-0.0725,17.078,0.126,8.6,1.067E+00,17.344,null,-2.1,9.353E-01,12.661,null,-0.5,1.011E+00,9.173,null,-1.0,9.909E-01,1,0,0.000,0.002,0.000,0.000,70,1731,-179,1940,0000,0,nnnn,BUUU,0000,6,28,0,28,0,14,0,14
970,1.175150,-9.900222,27021597887260659,6.8046356201E+01,7.0686988831E+01,J043211.08+704114.3,68.0461865,70.6873104,0.4089,0.4356,-0.1193,17.407,0.133,8.2,8.006E-01,17.486,null,0.1,7.662E-01,12.714,null,0.1,9.300E-01,9.142,null,-0.4,9.961E-01,1,0,0.001,0.000,0.000,0.000,24,1878,-1212,2006,0000,0,nnnn,BUUU,0000,4,35,0,35,0,17,0,17
971,2.210489,-53.656565,27021597840282683,3.3353271484E+02,7.1311233521E+01,J221407.48+711841.7,333.5311713,71.3115974,0.1194,0.1108,-0.0139,16.297,0.041,26.4,9.799E-01,16.740,0.175,6.2,9.261E-01,13.271,null,0.5,8.871E-01,9.964,null,-1.9,9.597E-01,1,0,0.000,0.000,0.000,0.000,-120,320,511,290,0000,0,0nnn,ABUU,0011,75,100,2,100,0,74,0,74
979,7.925929,-48.918645,5178511468,2.6603042603E+02,5.0899758339E+00,J174406.90+050529.1,266.0287599,5.0914226,0.0687,0.0689,-0.0129,14.120,0.030,36.2,7.724E-01,14.280,0.048,22.8,8.998E-01,12.568,null,0.1,9.450E-01,9.043,null,0.2,9.177E-01,1,0,0.000,0.000,0.000,0.000,45,146,-101,156,0000,0,00nn,AAUU,0000,28,28,28,28,0,13,0,14
980,4.322462,82.291192,4602965452,2.0557237244E+02,3.9807556152E+01,J134217.74+394827.7,205.5739213,39.8077172,0.0429,0.0414,-0.0091,12.803,0.023,48.0,1.104E+00,12.876,0.025,44.1,9.603E-01,12.374,null,1.6,9.903E-01,9.267,null,-1.2,8.832E-01,1,0,0.000,0.000,0.000,0.000,11,52,25,54,0000,0,00nn,AAUU,0011,40,40,40,40,0,22,0,22
982,3.234922,-46.691987,4519658992,8.5268043518E+01,3.9994171143E+01,J054104.12+395941.2,85.2671900,39.9947875,0.1388,0.1506,-0.0235,15.678,0.052,20.9,1.553E+00,15.850,0.150,7.3,1.020E+00,12.589,null,-2.1,1.059E+00,8.823,null,-0.7,8.935E-01,1,0,0.000,0.000,0.000,0.000,1105,478,779,526,0000,0,0nnn,ABUU,0000,23,25,2,25,0,12,0,12
985,0.484489,65.332203,27021597911744488,1.7440954590E+02,8.0266723633E+01,J113738.46+801600.4,174.4102693,80.2667798,0.2073,0.2039,0.0674,16.924,0.069,15.6,1.032E+00,16.965,0.251,4.3,9.905E-01,13.019,null,-1.1,9.434E-01,9.393,null,-1.0,1.075E+00,1,0,0.000,0.000,0.000,0.000,431,866,-96,847,0000,0,nnnn,ABUU,0000,14,52,0,52,0,27,1,27
985,9.387305,154.576740,27021597911744488,1.7440954590E+02,8.0266723633E+01,J113739.87+801551.7,174.4161658,80.2643685,0.2870,0.2796,0.0864,17.350,0.101,10.8,9.734E-01,16.441,0.176,6.2,9.831E-01,12.888,null,-0.5,8.824E-01,9.241,null,0.4,1.082E+00,1,0,0.001,0.000,0.000,0.000,-2118,1193,-293,1155,0000,0,nnnn,ABUU,0000,10,51,5,51,0,26,1,26
986,8.785207,15.016788,27021597909882096,2.2225091553E+02,5.5246757507E+01,J144900.48+551456.8,222.2520248,55.2491145,0.2051,0.2147,0.0636,17.171,0.076,14.4,9.122E-01,16.426,0.136,8.0,8.368E-01,12.830,null,1.5,9.643E-01,9.016,null,1.6,9.039E-01,1,0,0.001,0.000,0.000,0.000,171,919,-407,963,0000,0,nnnn,ABUU,0000,18,76,3,76,0,50,1,50
987,7.474619,-156.236616,4466339350,1.1541195679E+02,-1.3289205551E+01,J074138.66-131727.9,115.4110971,-13.2911058,0.1580,0.1718,0.0178,16.110,0.060,18.2,1.163E+00,15.790,0.128,8.5,9.827E-01,12.001,null,1.5,8.785E-01,9.090,null,-0.8,1.031E+00,1,0,0.000,0.000,0.000,0.000,-234,550,-1071,603,0000,0,1nnn,ABUU,0000,25,30,4,30,1,14,0,14
988,0.520185,40.472355,27021597906319268,2.5024877930E+02,7.1449226379E+01,J164059.77+712657.6,250.2490741,71.4493363,0.2684,0.2444,-0.0490,17.305,0.085,12.8,9.447E-01,17.564,0.376,2.9,8.235E-01,13.254,null,0.2,9.388E-01,9.417,null,0.3,9.867E-01,1,0,0.000,0.000,0.000,0.000,1171,1194,731,1081,0000,0,nnnn,ACUU,0000,9,69,1,68,0,37,0,37
988,9.183021,-9.544891,27021597906319268,2.5024877930E+02,7.1449226379E+01,J164059.38+712706.2,250.2474496,71.4517419,0.5216,0.4753,-0.1189,18.154,0.169,6.4,9.284E-01,17.681,0.407,2.7,8.369E-01,12.676,null,1.2,9.269E-01,9.656,null,-0.1,1.015E+00,1,0,0.001,0.000,0.000,0.000,-1580,3327,496,3027,0000,0,nnnn,BCUU,0000,0,68,0,68,0,37,0,37
989,5.117725,130.185373,4472122096,1.0246754456E+02,-4.6610651016E+00,J064952.47-043943.1,102.4686342,-4.6619824,0.1551,0.1666,-0.0332,16.179,0.058,18.7,1.459E+00,15.670,0.112,9.7,9.762E-01,12.376,null,-0.9,1.097E+00,8.831,null,0.4,8.548E-01,1,0,0.000,0.000,0.000,0.000,218,597,319,643,0000,0,0nnn,ABUU,0000,19,26,6,26,0,10,0,11
990,0.785330,-156.633577,27021597911882837,1.6571092224E+02,7.6339508057E+01,J110250.53+762021.5,165.7105559,76.3393078,0.5629,0.5700,0.1717,17.922,0.182,6.0,1.032E+00,17.638,null,0.1,1.021E+00,12.764,null,0.5,9.590E-01,9.071,0.400,2.7,9.975E-01,1,0,0.002,0.000,0.000,0.000,924,2739,-987,2779,0000,0,nnnn,BUUC,0000,4,42,0,42,0,23,0,23
991,7.676509,42.026181,27021598664516803,2.7259252930E+02,-4.6688199043E+00,J181022.55-044002.0,272.5939616,-4.6672359,0.1662,0.1792,-0.0377,15.254,0.062,17.5,1.268E+00,15.786,0.161,6.7,9.113E-01,12.153,null,-2.0,7.958E-01,9.026,null,-0.7,1.152E+00,2,0,0.000,0.000,0.000,0.000,330,423,143,463,0000,0,2nnn,ABUU,0000,22,26,3,26,0,11,0,11
993,9.918781,-39.539231,27021597908160304,2.2641874695E+02,5.6115772247E+01,J150539.74+560704.4,226.4156007,56.1178970,0.3095,0.3212,0.0990,17.646,0.113,9.6,9.745E-01,16.858,0.189,5.7,8.033E-01,12.754,null,0.5,9.796E-01,9.009,null,0.7,9.821E-01,1,0,0.001,0.000,0.000,0.000,729,1534,-714,1603,0000,0,nnnn,BBUU,0000,4,78,1,78,0,28,0,28
994,5.352327,11.559818,4861481939,2.5521139526E+02,-1.2974512100E+01,J170050.80-125822.9,255.2117010,-12.9730555,0.1324,0.1473,-0.0131,15.634,0.049,22.2,1.150E+00,15.936,0.201,5.4,7.473E-01,11.759,null,0.2,1.091E+00,8.513,null,0.3,9.551E-01,1,0,0.000,0.000,0.000,0.000,-344,464,-500,525,0000,0,0nnn,ABUU,1122,23,24,0,24,0,3,0,5
996,4.112315,-162.463270,5268395757,2.7537109375E+02,2.6121942520E+01,J182128.97+260715.0,275.3707104,26.1208533,0.5287,0.5762,-0.1071,17.711,0.174,6.2,9.557E-01,17.357,null,0.5,9.031E-01,12.753,null,0.1,8.975E-01,9.146,null,-0.1,9.170E-01,1,0,0.000,0.000,0.000,0.000,-454,3210,262,3514,0000,0,nnnn,BUUU,0000,4,35,0,35,0,17,0,17
997,7.903605,-68.274831,27021598667292866,2.7158981323E+02,-3.1726262569E+00,J180621.06-031018.5,271.5877706,-3.1718136,0.0669,0.0970,-0.0273,12.676,0.042,26.0,1.919E+00,12.682,0.046,23.7,1.067E+00,11.557,null,1.3,1.037E+00,8.547,null,0.2,7.980E-01,2,1,0.000,0.002,0.000,0.000,null,null,null,null,h000,0,nnnn,AAUU,0000,25,25,25,25,0,11,0,11
1000,8.898775,37.442801,4524209570,1.0288695526E+02,2.1677002311E-01,J065133.22+001307.4,102.8884581,0.2187326,0.0974,0.1020,-0.0172,14.936,0.038,28.6,1.114E+00,15.197,0.100,10.9,1.003E+00,12.173,0.396,2.7,9.843E-01,8.402,null,0.8,1.013E+00,1,0,0.000,0.000,0.000,0.000,355,281,-449,291,0000,0,0nnn,AACU,0000,24,24,9,24,0,10,0,10
1001,0.490488,-52.561090,27021598867251679,3.0646386719E+02,6.6530877352E-01,J202551.30+003955.4,306.4637590,0.6653916,0.2542,0.2692,-0.0792,16.599,0.093,11.7,1.476E+00,16.006,0.182,6.0,9.662E-01,11.946,null,1.1,9.764E-01,8.777,null,-0.3,9.151E-01,2,1,0.000,0.000,0.000,0.000,-1459,944,2410,990,D000,0,nnnn,ABUU,1111,10,23,3,23,0,11,0,11
1004,3.040873,82.974212,27021597908609301,1.8996951294E+02,7.2096267700E+01,J123953.33+720546.9,189.9722400,72.0963710,0.0358,0.0375,-0.0090,10.832,0.023,47.1,1.236E+00,10.869,0.020,55.1,1.252E+00,10.771,0.074,14.7,9.614E-01,9.141,0.415,2.6,9.355E-01,1,0,0.000,0.000,0.000,0.000,-77,33,-31,33,0000,0,000n,AAAC,0000,47,47,47,47,18,24,1,24
1004,6.373688,-105.267872,27021597908609301,1.8996951294E+02,7.2096267700E+01,J123951.34+720544.8,189.9639572,72.0958014,0.3739,0.2318,0.1937,16.141,0.147,7.4,1.140E+00,15.405,0.154,7.1,9.092E-01,12.527,0.483,2.2,1.015E+00,8.874,null,1.2,1.015E+00,1,0,0.001,0.000,0.000,0.000,2991,479,838,731,H000,0,nnnn,BBCU,0000,11,47,1,46,0,23,0,23
1005,7.073472,-71.868359,4592693895,1.4021975708E+02,4.9150910378E+00,J092052.29+045456.5,140.2178829,4.9157025,0.3995,0.4395,0.0706,17.254,0.148,7.3,1.039E+00,16.628,0.285,3.8,8.344E-01,12.638,null,-1.5,9.387E-01,8.910,null,-0.5,9.597E-01,1,0,0.000,0.000,0.000,0.010,-1719,1637,506,1797,0000,0,nnnn,BBUU,0000,6,25,0,25,0,13,0,13
1006,8.350190,-35.157363,27021597834807361,3.1582681274E+02,6.7928695679E+01,J210317.58+675550.1,315.8232580,67.9305920,0.2682,0.2451,-0.0137,17.296,0.087,12.5,9.985E-01,18.127,null,-3.6,9.870E-01,13.379,null,-1.8,9.949E-01,9.726,null,0.1,1.030E+00,1,0,0.000,0.000,0.000,0.000,-128,756,509,692,0000,0,nnnn,AUUU,0000,14,102,0,102,0,56,0,56
1007,9.987640,-99.160325,4555504768,1.2533349609E+02,3.5826156616E+01,J082119.22+354932.5,125.3301180,35.8257149,0.0540,0.0537,-0.0100,13.696,0.026,42.3,1.019E+00,13.739,0.035,31.1,1.004E+00,12.616,null,-0.6,9.592E-01,9.039,null,-2.6,1.079E+00,1,0,0.000,0.000,0.000,0.000,-36,95,42,98,0000,0,00nn,AAUU,1100,26,26,26,26,0,13,0,13
1010,0.110858,9.012025,27021597935248568,3.2078952026E+02,4.1580762863E+00,J212309.48+040929.1,320.7895251,4.1581067,0.0438,0.0415,-0.0014,12.854,0.023,46.5,1.274E+00,12.634,0.024,44.9,1.003E+00,12.564,0.533,2.0,9.678E-01,8.687,null,0.4,1.003E+00,1,0,0.000,0.000,0.000,0.000,-11,68,-110,68,hh00,0,00nn,AACU,1100,24,24,24,24,0,11,0,11
1011,9.879066,103.036359,27021598864254052,2.9929351807E+02,8.2126760483E-01,J195711.08+004914.3,299.2961918,0.8206486,0.2726,0.2833,-0.0730,16.599,0.091,12.0,1.085E+00,16.566,null,1.8,1.173E+00,12.371,null,-0.8,9.173E-01,8.185,null,1.8,9.749E-01,1,0,0.000,0.000,0.000,0.012,2329,1053,-862,1096,0000,0,0nnn,AUUU,0000,11,24,0,24,0,11,0,11
1013,0.348594,-172.078541,27021598150127834,1.4639349365E+02,1.9107747078E+00,J094534.43+015438.4,146.3934803,1.9106788,0.1837,0.2020,0.0057,16.197,0.066,16.3,1.040E+00,16.241,0.215,5.1,9.137E-01,11.914,null,1.1,9.517E-01,8.543,null,-0.4,7.508E-01,1,0,0.000,0.000,0.000,0.000,-722,677,-408,750,0000,0,1nnn,ABUU,1100,16,24,2,24,0,10,0,10
1013,9.159125,117.696302,27021598150127834,1.4639349365E+02,1.9107747078E+00,J094534.97+015434.5,146.3957476,1.9095922,0.1993,0.2117,0.0260,16.297,0.073,14.9,1.005E+00,15.882,0.158,6.9,9.507E-01,11.941,null,1.0,9.712E-01,8.669,null,0.3,1.150E+00,1,0,0.000,0.001,0.000,0.000,-395,751,-1062,805,0000,0,0nnn,ABUU,1100,18,24,4,24,0,10,0,10
1016,1.026743,112.313566,4592637389,1.4013464355E+02,2.2036306858E+00,J092032.37+021212.6,140.1349076,2.2035224,0.6012,0.6683,0.0602,17.615,0.207,5.3,9.077E-01,16.503,null,1.7,8.643E-01,12.494,null,-0.5,9.819E-01,8.432,null,0.8,9.566E-01,1,0,0.000,0.002,0.000,0.000,-351,2726,3401,3014,0000,0,nnnn,BUUU,0000,3,23,0,23,0,11,0,11
1021,9.098628,-22.764429,4326206641,1.9999977112E+01,8.5153388977E+01,J011957.21+850920.5,19.9883965,85.1557194,0.2204,0.2512,-0.0180,16.603,0.073,14.9,1.206E+00,17.579,null,-0.1,1.039E+00,12.695,null,0.4,1.005E+00,9.308,null,-0.2,8.572E-01,1,0,0.000,0.001,0.000,0.002,434,926,179,1009,hHh0,0,nnnn,AUUU,0000,17,51,1,51,0,25,0,25
1022,6.588071,-101.499160,4457374923,1.1017288208E+02,-2.4336324692E+01,J072041.01-242012.0,110.1709139,-24.3366895,0.0489,0.0488,-0.0086,12.992,0.025,43.1,2.447E+00,12.960,0.028,38.3,1.294E+00,12.686,null,-0.5,9.121E-01,9.107,null,-1.0,8.926E-01,1,0,0.000,0.000,0.000,0.000,26,63,-121,66,0h00,0,10nn,AAUU,0000,31,31,31,31,0,14,0,14
1022,7.373902,116.274298,4457374923,1.1017288208E+02,-2.4336324692E+01,J072041.97-242014.0,110.1748979,-24.3372314,0.0878,0.0927,-0.0125,14.853,0.040,27.3,2.565E+00,14.485,0.053,20.6,1.487E+00,12.676,null,-1.0,9.643E-01,9.057,null,-2.6,1.002E+00,1,0,0.000,0.000,0.000,0.000,202,189,-88,208,hh00,0,10nn,AAUU,0000,32,32,32,32,0,14,0,14
1026,4.189869,41.468040,27021597934692603,3.8680286407E+01,-1.5637145042E+00,J023443.45-013346.2,38.6810574,-1.5628424,0.0431,0.0405,0.0053,12.156,0.024,45.6,1.225E+00,12.109,0.024,44.9,1.020E+00,12.468,0.382,2.8,1.058E+00,9.080,null,0.0,9.634E-01,1,0,0.000,0.000,0.000,0.000,28,33,-2,32,0000,0,11nn,AACU,0122,37,37,35,35,0,24,0,24
1027,3.806997,56.881475,27021598431618442,2.6931158447E+02,-7.1943883896E+00,J175714.99-071137.7,269.3124772,-7.1938106,0.1563,0.1712,-0.0371,15.471,0.058,18.8,8.674E-01,15.919,0.183,5.9,8.924E-01,12.518,null,0.0,1.030E+00,8.571,null,0.7,9.136E-01,1,0,0.000,0.000,0.000,0.000,33,516,566,572,0000,0,0nnn,ABUU,1100,24,25,2,24,0,12,0,12
1029,9.881253,-148.454918,4555612142,1.2921334839E+02,3.2912765503E+01,J083650.79+325437.5,129.2116379,32.9104263,0.4051,0.4537,0.0520,17.260,0.148,7.3,9.677E-01,16.407,0.298,3.6,9.019E-01,11.969,null,1.4,9.418E-01,8.939,null,-0.9,8.790E-01,1,0,0.000,0.000,0.000,0.000,-474,1719,-964,1921,0000,0,nnnn,BBUU,1111,4,23,1,23,0,11,0,11
1031,1.640850,53.959837,5300097913,2.9099700928E+02,2.1683979034E+01,J192359.37+214103.2,290.9974059,21.6842472,0.0712,0.0707,-0.0101,13.146,0.034,32.1,1.526E+00,13.300,0.041,26.6,1.195E+00,11.811,0.199,5.5,8.987E-01,8.516,0.288,3.8,9.176E-01,1,0,0.000,0.000,0.000,0.006,20,86,-248,82,0000,0,11nn,AABB,0000,46,46,46,46,1,20,1,13
1035,1.925641,68.079839,27021598150152618,1.4498097229E+02,4.1113448143E+00,J093955.55+040641.5,144.9814698,4.1115445,0.0954,0.1028,0.0155,15.218,0.039,27.9,1.302E+00,14.880,0.076,14.4,7.931E-01,12.582,null,0.0,9.353E-01,8.654,null,0.6,1.011E+00,1,0,0.000,0.000,0.000,0.000,542,275,529,303,0000,0,00nn,AAUU,0000,23,23,14,23,0,11,0,11
1036,8.775679,-115.834153,5367961273,2.8384384155E+02,3.6175949097E+01,J185521.86+361029.5,283.8411235,36.1748868,0.0719,0.0741,-0.0169,14.869,0.030,35.9,1.141E+00,15.009,0.065,16.7,9.611E-01,12.737,null,-0.6,9.272E-01,9.222,null,-1.4,8.464E-01,1,0,0.000,0.000,0.000,0.000,118,170,72,183,0hP0,0,00nn,AAUU,0000,39,39,30,39,0,21,0,21
1037,3.916151,-1.770438,27021598149984298,1.3818988037E+02,1.0412570000E+01,J091245.56+102449.1,138.1898462,10.4136573,0.0390,0.0368,-0.0074,10.688,0.023,46.9,1.178E+00,10.708,0.021,52.2,1.138E+00,10.534,0.093,11.7,9.323E-01,8.953,null,-2.2,8.824E-01,1,0,0.000,0.000,0.000,0.000,-11,42,25,40,0000,0,110n,AAAU,0000,25,25,25,25,10,13,0,13
1041,9.675105,30.420999,27021597772288240,3.1783566284E+02,4.4289707184E+01,J211121.01+441731.2,317.8375640,44.2920247,0.0475,0.0457,0.0066,12.625,0.026,42.3,1.361E+00,12.674,0.025,43.1,1.075E+00,12.341,0.370,2.9,9.333E-01,9.455,null,-1.1,1.048E+00,1,0,0.000,0.000,0.000,0.000,9,52,-26,52,0000,0,11nn,AACU,0011,49,49,49,49,1,28,0,28
1042,7.160088,-102.857361,5369149804,2.8510037231E+02,3.6616851807E+01,J190023.50+363659.0,285.0979565,36.6164092,0.0394,0.0370,0.0056,11.595,0.022,48.4,1.240E+00,11.704,0.021,51.6,1.103E+00,11.494,0.152,7.1,9.592E-01,9.351,null,-1.4,1.050E+00,1,0,0.000,0.000,0.000,0.000,27,42,-6,41,0000,0,11nn,AABU,0000,44,44,44,44,6,22,0,22
1043,1.431541,-7.318792,4399282965,9.3297624588E+00,5.2725338936E-01,J003719.13+003139.5,9.3297118,0.5276478,0.6225,0.6250,-0.1888,17.558,0.211,5.1,9.506E-01,17.140,0.540,2.0,7.855E-01,12.008,null,1.3,9.400E-01,8.889,null,-1.7,9.131E-01,1,0,0.000,0.000,0.000,0.000,759,3166,1348,3197,0000,0,nnnn,BCUU,1111,2,24,1,24,0,12,0,12
1045,4.576088,129.938162,4375941713,3.3521129608E+01,-2.7983853817E+00,J021405.30-024757.1,33.5221054,-2.7992014,0.1393,0.1455,-0.0390,15.991,0.051,21.3,9.984E-01,15.922,0.147,7.4,8.582E-01,12.152,0.309,3.5,7.970E-01,9.177,null,-0.2,9.709E-01,1,0,0.000,0.000,0.000,0.000,-221,327,760,340,0000,0,0nnn,ABBU,0100,31,35,2,34,0,21,0,21
1045,7.268346,-28.418850,4375941713,3.3521129608E+01,-2.7983853817E+00,J021404.84-024747.7,33.5201676,-2.7966097,0.1556,0.1607,-0.0419,16.034,0.054,20.0,8.923E-01,17.046,0.427,2.5,8.628E-01,12.741,null,-0.2,8.546E-01,8.644,null,1.5,1.069E+00,1,0,0.000,0.000,0.000,0.000,-5,372,-193,375,0000,0,0nnn,ACUU,0100,30,35,0,34,0,21,0,21
1047,2.189594,-59.666062,27021598109116565,1.1239161682E+02,3.2555992126E+01,J072933.83+323322.6,112.3909940,32.5562993,0.2273,0.2437,-0.0274,16.432,0.079,13.7,9.390E-01,16.752,0.328,3.3,9.185E-01,12.162,null,1.1,9.455E-01,8.886,null,-0.3,9.111E-01,1,0,0.000,0.000,0.000,0.000,22,846,-716,913,0000,0,0nnn,ABUU,0000,17,25,1,25,0,13,0,13
1051,2.518081,-102.512392,27021597939684747,3.3582717896E+02,9.9164240062E-02,J222318.35+000556.4,335.8264961,0.0990127,0.3102,0.3252,-0.0993,16.806,0.105,10.3,9.005E-01,16.455,null,1.8,9.604E-01,11.841,null,1.6,9.325E-01,8.608,null,0.8,8.932E-01,1,0,0.000,0.000,0.000,0.000,751,1351,-560,1409,0000,0,nnnn,AUUU,1111,5,24,0,24,0,13,0,13
1055,1.404786,-146.195396,4546461056,1.2295220184E+02,2.1933774948E+01,J081148.47+215600.4,122.9519678,21.9334507,0.3630,0.4257,-0.0759,16.995,0.125,8.7,9.891E-01,16.537,null,1.6,9.919E-01,12.504,null,-1.2,1.108E+00,9.021,null,-0.4,1.154E+00,1,0,0.000,0.000,0.000,0.000,309,1455,-315,1691,0000,0,nnnn,BUUU,1100,4,24,1,24,0,12,0,12
1055,8.651761,85.511625,4546461056,1.2295220184E+02,2.1933774948E+01,J081149.14+215602.2,122.9547847,21.9339630,0.4063,0.4433,-0.0272,17.103,0.136,8.0,1.066E+00,16.601,null,1.3,1.005E+00,12.555,null,-1.2,9.112E-01,8.707,null,0.3,9.799E-01,1,0,0.000,0.000,0.000,0.000,2540,1571,-2322,1739,0000,0,nnnn,BUUU,1100,4,24,0,24,0,12,0,12
1058,5.932353,24.976535,27021597927148706,3.2668829346E+02,-5.5272036791E-01,J214645.35-003304.4,326.6889893,-0.5512266,0.5758,0.6014,-0.1598,17.584,0.188,5.8,8.660E-01,16.877,null,0.9,9.167E-01,12.611,null,0.0,1.117E+00,8.996,null,0.0,9.424E-01,1,0,0.000,0.000,0.000,0.000,1897,2835,-3109,2961,0000,0,nnnn,BUUU,1100,2,27,0,27,0,14,0,14
