cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
40,0.504150,113.551135,2.7021598865E+16,2.9953622437E+02,1.4798971415E+00,4.2407107652E+18,3.3962764740E+01,DA,3.2587552734E+04,1.2900431824E+02,8.4043159485E+00,4.2746373219E-04,spec-100980-59838-27021598864782315.fits,1.7433357239E+01,59838,J195808.72+012847.4,299.5363528,1.4798412,0.5743,0.6145,-0.1757,16.275,0.104,10.5,1.192E+00,16.096,0.243,4.5,9.949E-01,12.804,null,-1.1,9.929E-01,9.144,null,-0.3,9.106E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,6,13,0,13,0,13,0,13,null,null,null,null,null,null,null
185,0.209278,-141.557180,2.7021597905E+16,2.4527700806E+02,4.3690742493E+01,1.3824827649E+18,2.2079565430E+02,DA,2.6808636719E+04,1.2607144928E+02,8.0262231827E+00,1.2077274732E-04,spec-104636-59708-27021597905230062.fits,1.8784193039E+01,59708,J162106.46+434126.5,245.2769581,43.6906970,1.0922,1.1976,0.1918,18.177,0.182,6.0,8.536E-01,17.981,null,-0.1,9.719E-01,13.647,null,0.2,9.849E-01,9.986,null,-1.0,1.037E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,64,0,64,0,62,0,62,null,null,null,null,null,null,null
186,0.209278,-141.557180,2.7021597905E+16,2.4527700806E+02,4.3690742493E+01,1.3824827649E+18,2.2079565430E+02,DA,2.6808636719E+04,1.2607144928E+02,8.0262231827E+00,1.2077274732E-04,spec-104636-59755-27021597905230062.fits,1.4632853508E+01,59755,J162106.46+434126.5,245.2769581,43.6906970,1.0922,1.1976,0.1918,18.177,0.182,6.0,8.536E-01,17.981,null,-0.1,9.719E-01,13.647,null,0.2,9.849E-01,9.986,null,-1.0,1.037E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,64,0,64,0,62,0,62,null,null,null,null,null,null,null
224,0.278989,-0.541650,2.7021597960E+16,3.8963920593E+01,1.3124582767E+00,2.5020972835E+18,7.1897454834E+02,DA,3.7735937500E+04,3.1020762920E+00,6.5000000000E+00,0.0000000000E+00,spec-104652-59881-27021597960182507.fits,2.1965703964E+01,59881,J023551.34+011845.1,38.9639199,1.3125358,0.1865,0.1907,-0.0505,15.231,0.036,30.5,9.185E-01,15.386,0.114,9.5,9.959E-01,12.978,null,-0.5,9.048E-01,9.451,null,-2.8,9.468E-01,1,0,0.000,0.000,0.000,0.000,0000,0,01nn,1355,28,28,6,27,0,24,0,27,1098747559,15.438,0.047,15.206,0.071,15.208,0.135
225,0.278989,-0.541650,2.7021597960E+16,3.8963920593E+01,1.3124582767E+00,2.5020972835E+18,7.1897454834E+02,DA,3.7735937500E+04,3.1020762920E+00,6.5000000000E+00,0.0000000000E+00,spec-104652-59935-27021597960182507.fits,2.7767240524E+01,59935,J023551.34+011845.1,38.9639199,1.3125358,0.1865,0.1907,-0.0505,15.231,0.036,30.5,9.185E-01,15.386,0.114,9.5,9.959E-01,12.978,null,-0.5,9.048E-01,9.451,null,-2.8,9.468E-01,1,0,0.000,0.000,0.000,0.000,0000,0,01nn,1355,28,28,6,27,0,24,0,27,1098747559,15.438,0.047,15.206,0.071,15.208,0.135
239,0.779335,52.645291,2.7021598151E+16,1.5729040527E+02,2.0979113579E+00,3.8556317971E+18,3.6745811462E+01,DA,1.2739853516E+04,1.0154104233E+01,8.0318841934E+00,1.8254753377E-04,spec-101262-59950-27021598151249520.fits,2.4777591705E+01,59950,J102909.73+020552.9,157.2905775,2.0980427,0.1550,0.1642,0.0218,14.521,0.033,32.9,1.067E+00,14.606,0.067,16.1,1.078E+00,12.235,null,1.1,8.082E-01,8.492,null,2.0,1.106E+00,1,0,0.000,0.000,0.000,0.000,0000,0,01nn,1111,16,16,13,16,0,16,0,16,808894299,14.461,0.030,14.485,0.041,14.419,0.095
253,0.336825,-20.196228,2.7021598726E+16,3.1004696655E+02,-3.2791163921E+00,4.2246432925E+18,3.9491428375E+01,DA,1.6289694336E+04,3.9677127838E+01,7.9205141068E+00,1.6823390615E-04,spec-101058-59840-27021598725738357.fits,2.7227657318E+01,59840,J204011.26-031644.5,310.0469342,-3.2790286,0.3749,0.4045,-0.1123,15.938,0.067,16.1,8.251E-01,16.285,0.298,3.6,9.811E-01,12.553,null,-1.9,9.378E-01,9.154,null,-0.8,1.147E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,1111,13,15,2,15,0,15,0,15,90182074,15.606,0.051,15.858,0.165,15.544,0.195
330,0.406013,6.324236,4.5926839390E+09,1.3923072815E+02,4.1922326088E+00,5.7938109384E+17,1.0746514130E+02,DA,1.5904552734E+04,6.6432726383E-01,7.4762067795E+00,6.0286653024E-05,spec-015262-59308-4592683939.fits,3.7833099365E+01,59308,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,7.666E-01,16.856,0.514,2.1,8.199E-01,12.563,null,-0.5,8.235E-01,8.929,null,0.1,9.956E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
331,0.406013,6.324236,4.5926839390E+09,1.3923072815E+02,4.1922326088E+00,5.7938109384E+17,1.0746514130E+02,DA,1.5904552734E+04,6.6432726383E-01,7.4762067795E+00,6.0286653024E-05,spec-015263-59309-4592683939.fits,3.7376281738E+01,59309,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,7.666E-01,16.856,0.514,2.1,8.199E-01,12.563,null,-0.5,8.235E-01,8.929,null,0.1,9.956E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
332,0.406013,6.324236,4.5926839390E+09,1.3923072815E+02,4.1922326088E+00,5.7938109384E+17,1.0746514130E+02,DA,1.5904552734E+04,6.6432726383E-01,7.4762067795E+00,6.0286653024E-05,spec-015263-59315-4592683939.fits,4.2850311279E+01,59315,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,7.666E-01,16.856,0.514,2.1,8.199E-01,12.563,null,-0.5,8.235E-01,8.929,null,0.1,9.956E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
333,0.406013,6.324236,4.5926839390E+09,1.3923072815E+02,4.1922326088E+00,5.7938109384E+17,1.0746514130E+02,DA,1.5904552734E+04,6.6432726383E-01,7.4762067795E+00,6.0286653024E-05,spec-015264-59310-4592683939.fits,3.5904026031E+01,59310,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,7.666E-01,16.856,0.514,2.1,8.199E-01,12.563,null,-0.5,8.235E-01,8.929,null,0.1,9.956E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
335,0.393817,107.768059,2.7021598047E+16,1.1662340546E+02,-6.4172830582E+00,3.0438412654E+18,1.5188590088E+03,DA,3.5463269531E+04,7.0392944336E+01,7.3972835541E+00,3.0183972558E-04,spec-104355-59978-27021598046985190.fits,2.6616643906E+01,59978,J074629.64-062502.3,116.6235103,-6.4173164,0.4913,0.5502,0.0672,16.362,0.089,12.2,1.042E+00,16.472,null,1.4,9.847E-01,11.995,0.251,4.3,1.100E+00,9.204,null,0.0,9.119E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,9,14,0,14,1,14,0,14,221250079,15.960,0.076,16.109,0.141,15.728,0.249
516,0.477904,145.099079,2.7021597907E+16,2.4359603882E+02,7.0972068787E+01,1.6531894383E+18,null,DA,null,null,null,null,spec-101164-59949-27021597906637067.fits,5.9353508949E+00,59949,J161423.10+705819.0,243.5962718,70.9719599,1.2479,1.1517,0.1660,17.843,0.208,5.2,9.891E-01,17.283,0.430,2.5,8.428E-01,13.262,null,-1.4,9.276E-01,9.540,null,-0.4,9.053E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,0,29,0,29,0,26,0,26,null,null,null,null,null,null,null
517,0.477904,145.099079,2.7021597907E+16,2.4359603882E+02,7.0972068787E+01,1.6531894383E+18,null,DA,null,null,null,null,spec-101164-59975-27021597906637067.fits,1.6882848740E+01,59975,J161423.10+705819.0,243.5962718,70.9719599,1.2479,1.1517,0.1660,17.843,0.208,5.2,9.891E-01,17.283,0.430,2.5,8.428E-01,13.262,null,-1.4,9.276E-01,9.540,null,-0.4,9.053E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,0,29,0,29,0,26,0,26,null,null,null,null,null,null,null
518,0.477904,145.099079,2.7021597907E+16,2.4359603882E+02,7.0972068787E+01,1.6531894383E+18,null,DA,null,null,null,null,spec-101164-60003-27021597906637067.fits,1.3222858429E+01,60003,J161423.10+705819.0,243.5962718,70.9719599,1.2479,1.1517,0.1660,17.843,0.208,5.2,9.891E-01,17.283,0.430,2.5,8.428E-01,13.262,null,-1.4,9.276E-01,9.540,null,-0.4,9.053E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,0,29,0,29,0,26,0,26,null,null,null,null,null,null,null
519,0.477904,145.099079,2.7021597907E+16,2.4359603882E+02,7.0972068787E+01,1.6531894383E+18,null,DA,null,null,null,null,spec-101164-60008-27021597906637067.fits,1.4203549385E+01,60008,J161423.10+705819.0,243.5962718,70.9719599,1.2479,1.1517,0.1660,17.843,0.208,5.2,9.891E-01,17.283,0.430,2.5,8.428E-01,13.262,null,-1.4,9.276E-01,9.540,null,-0.4,9.053E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,0,29,0,29,0,26,0,26,null,null,null,null,null,null,null
520,0.477904,145.099079,2.7021597907E+16,2.4359603882E+02,7.0972068787E+01,1.6531894383E+18,null,DA,null,null,null,null,spec-101164-60031-27021597906637067.fits,1.3574947357E+01,60031,J161423.10+705819.0,243.5962718,70.9719599,1.2479,1.1517,0.1660,17.843,0.208,5.2,9.891E-01,17.283,0.430,2.5,8.428E-01,13.262,null,-1.4,9.276E-01,9.540,null,-0.4,9.053E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,0,29,0,29,0,26,0,26,null,null,null,null,null,null,null
547,0.698367,10.089452,2.7021597935E+16,3.1791870117E+02,2.4143359661E+00,2.6924023022E+18,3.2646488190E+01,DA,1.5659578125E+04,9.0416419983E+01,7.9326310158E+00,1.0843993368E-04,spec-101073-59847-27021597934909296.fits,2.2741903305E+01,59847,J211140.49+022452.2,317.9187352,2.4145270,0.9712,0.9761,-0.2938,16.957,0.159,6.8,8.492E-01,16.479,null,1.0,7.813E-01,12.615,null,-1.9,8.864E-01,8.900,null,0.4,1.074E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,12,0,12,0,11,0,11,1063002309,16.498,0.115,17.301,null,15.696,null
571,0.873052,10.972788,4.5222561820E+09,9.5534248352E+01,1.7091890574E+00,3.1237015093E+18,2.1686071396E+01,DA,1.6352278320E+04,1.0406295013E+02,8.0669097900E+00,2.4890623172E-04,spec-015137-59214-4522256182.fits,1.5186586380E+01,59214,J062208.23+014233.9,95.5342945,1.7094271,0.2533,0.2672,-0.0469,15.258,0.049,22.0,8.616E-01,14.812,0.095,11.5,9.966E-01,12.650,null,0.1,9.689E-01,9.170,null,-0.4,9.214E-01,1,0,0.000,0.000,0.000,0.000,0000,0,10nn,0011,13,13,9,13,0,13,0,13,706588735,16.815,0.152,17.213,null,16.999,null
607,0.289304,171.249484,2.7021597933E+16,8.8517198563E+00,-1.4467219114E+00,2.5424467446E+18,6.5914657593E+01,DA,1.6472855469E+04,2.7143850327E+01,7.7641410828E+00,1.4141161228E-04,spec-104618-59912-27021597933224084.fits,9.9084920883E+00,59912,J003524.41-012648.4,8.8517321,-1.4468013,0.5547,0.5554,-0.1605,16.323,0.089,12.1,7.535E-01,16.494,null,1.0,8.723E-01,12.697,null,-0.1,8.031E-01,9.046,null,0.0,9.163E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,8,14,0,14,0,13,0,14,null,null,null,null,null,null,null
608,0.289304,171.249484,2.7021597933E+16,8.8517198563E+00,-1.4467219114E+00,2.5424467446E+18,6.5914657593E+01,DA,1.6472855469E+04,2.7143850327E+01,7.7641410828E+00,1.4141161228E-04,spec-104618-59925-27021597933224084.fits,5.8382363319E+00,59925,J003524.41-012648.4,8.8517321,-1.4468013,0.5547,0.5554,-0.1605,16.323,0.089,12.1,7.535E-01,16.494,null,1.0,8.723E-01,12.697,null,-0.1,8.031E-01,9.046,null,0.0,9.163E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,8,14,0,14,0,13,0,14,null,null,null,null,null,null,null
627,0.645761,106.549214,2.7021598152E+16,1.6944079590E+02,3.0816502571E+00,3.8118765944E+18,5.3335205078E+01,DA,1.3500000000E+04,4.1666191101E+01,7.8079118729E+00,1.1852707394E-04,spec-101214-59951-27021598151770834.fits,1.2305933952E+01,59951,J111745.83+030453.7,169.4409681,3.0815992,0.3760,0.4134,0.0580,15.820,0.067,16.2,9.620E-01,16.582,0.414,2.6,1.055E+00,12.452,null,-2.8,9.788E-01,8.782,null,-0.7,8.137E-01,1,0,0.000,0.000,0.000,0.010,0000,0,0nnn,0000,11,11,0,11,0,11,0,11,844170528,15.561,0.065,15.753,0.131,15.246,null
848,0.529632,-159.609133,2.7021597909E+16,1.8425585938E+02,6.4067771912E+01,1.5847345960E+18,1.3504473877E+02,DA,7.7074233398E+03,5.0658565521E+01,7.5623316765E+00,2.0548973407E-04,spec-100796-59954-27021597908886443.fits,1.0734246254E+01,59954,J121701.37+640403.4,184.2557422,64.0676340,0.4493,0.4663,0.1483,16.581,0.081,13.4,1.136E+00,16.127,0.174,6.2,8.781E-01,13.195,null,-1.1,9.847E-01,9.439,null,-1.6,1.059E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,8,22,0,21,0,21,0,21,null,null,null,null,null,null,null
854,0.757944,94.055492,4.3492375030E+09,2.1380509949E+02,6.3070335388E+01,1.6676191540E+18,1.1051873016E+02,DA,1.3951989258E+04,3.4016826630E+01,8.0140380859E+00,2.1758241928E-05,spec-015303-59280-4349237503.fits,3.9901878357E+01,59280,J141513.33+630413.1,213.8055632,63.0703205,0.9084,0.8986,0.3190,17.528,0.144,7.5,8.803E-01,17.136,null,1.1,9.485E-01,13.174,null,0.4,1.030E+00,9.651,null,0.0,9.814E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,32,0,32,0,30,0,30,621555367,16.698,0.134,16.496,null,15.957,null
855,0.757944,94.055492,4.3492375030E+09,2.1380509949E+02,6.3070335388E+01,1.6676191540E+18,1.1051873016E+02,DA,1.3951989258E+04,3.4016826630E+01,8.0140380859E+00,2.1758241928E-05,spec-015303-59309-4349237503.fits,3.4939800262E+01,59309,J141513.33+630413.1,213.8055632,63.0703205,0.9084,0.8986,0.3190,17.528,0.144,7.5,8.803E-01,17.136,null,1.1,9.485E-01,13.174,null,0.4,1.030E+00,9.651,null,0.0,9.814E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,32,0,32,0,30,0,30,621555367,16.698,0.134,16.496,null,15.957,null
856,0.757944,94.055492,4.3492375030E+09,2.1380509949E+02,6.3070335388E+01,1.6676191540E+18,1.1051873016E+02,DA,1.3951989258E+04,3.4016826630E+01,8.0140380859E+00,2.1758241928E-05,spec-015303-59340-4349237503.fits,3.8311920166E+01,59340,J141513.33+630413.1,213.8055632,63.0703205,0.9084,0.8986,0.3190,17.528,0.144,7.5,8.803E-01,17.136,null,1.1,9.485E-01,13.174,null,0.4,1.030E+00,9.651,null,0.0,9.814E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,32,0,32,0,30,0,30,621555367,16.698,0.134,16.496,null,15.957,null
857,0.757944,94.055492,4.3492375030E+09,2.1380509949E+02,6.3070335388E+01,1.6676191540E+18,1.1051873016E+02,DA,1.3951989258E+04,3.4016826630E+01,8.0140380859E+00,2.1758241928E-05,spec-015303-59381-4349237503.fits,4.5610927582E+01,59381,J141513.33+630413.1,213.8055632,63.0703205,0.9084,0.8986,0.3190,17.528,0.144,7.5,8.803E-01,17.136,null,1.1,9.485E-01,13.174,null,0.4,1.030E+00,9.651,null,0.0,9.814E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,32,0,32,0,30,0,30,621555367,16.698,0.134,16.496,null,15.957,null
889,0.179606,29.993890,2.7021597875E+16,2.3408542633E+01,6.8059104919E+01,5.3161769026E+17,1.9425027847E+01,DA,4.1792082031E+04,6.7760479736E+02,7.4993848801E+00,9.9993846379E-04,spec-102053-59973-27021597875325377.fits,8.6790370941E+00,59973,J013338.06+680332.9,23.4086094,68.0591481,0.3295,0.3180,-0.0887,15.575,0.061,17.7,1.132E+00,15.995,0.223,4.9,1.505E+00,11.358,0.126,8.6,1.121E+00,8.358,0.206,5.3,1.204E+00,1,0,0.000,0.000,0.000,0.001,0000,0,1nnn,0000,13,16,1,16,3,15,3,16,1164480692,16.126,0.108,15.898,0.205,15.054,null
890,0.179606,29.993890,2.7021597875E+16,2.3408542633E+01,6.8059104919E+01,5.3161769026E+17,1.9425027847E+01,DA,4.1792082031E+04,6.7760479736E+02,7.4993848801E+00,9.9993846379E-04,spec-102053-59974-27021597875325377.fits,6.6913399696E+00,59974,J013338.06+680332.9,23.4086094,68.0591481,0.3295,0.3180,-0.0887,15.575,0.061,17.7,1.132E+00,15.995,0.223,4.9,1.505E+00,11.358,0.126,8.6,1.121E+00,8.358,0.206,5.3,1.204E+00,1,0,0.000,0.000,0.000,0.001,0000,0,1nnn,0000,13,16,1,16,3,15,3,16,1164480692,16.126,0.108,15.898,0.205,15.054,null
918,0.161367,103.441151,2.7021597911E+16,1.8528382874E+02,5.1975387573E+01,1.5480179857E+18,3.1154247284E+01,DA,1.9096132812E+04,3.4688745117E+02,7.7957849503E+00,1.1409001891E-03,spec-104635-59731-27021597910860506.fits,4.6370029449E+00,59731,J122108.13+515831.3,185.2838995,51.9753772,0.2284,0.2411,0.0523,15.477,0.044,24.6,9.470E-01,15.378,0.111,9.8,9.979E-01,13.093,null,-0.8,1.075E+00,9.283,null,0.4,9.682E-01,1,0,0.000,0.000,0.000,0.002,0000,0,10nn,0011,19,20,7,20,0,19,0,19,620214780,16.435,0.126,15.703,0.159,15.251,0.182
919,0.161367,103.441151,2.7021597911E+16,1.8528382874E+02,5.1975387573E+01,1.5480179857E+18,3.1154247284E+01,DA,1.9096132812E+04,3.4688745117E+02,7.7957849503E+00,1.1409001891E-03,spec-104635-59975-27021597910860506.fits,2.2920744419E+00,59975,J122108.13+515831.3,185.2838995,51.9753772,0.2284,0.2411,0.0523,15.477,0.044,24.6,9.470E-01,15.378,0.111,9.8,9.979E-01,13.093,null,-0.8,1.075E+00,9.283,null,0.4,9.682E-01,1,0,0.000,0.000,0.000,0.002,0000,0,10nn,0011,19,20,7,20,0,19,0,19,620214780,16.435,0.126,15.703,0.159,15.251,0.182
920,0.161367,103.441151,2.7021597911E+16,1.8528382874E+02,5.1975387573E+01,1.5480179857E+18,3.1154247284E+01,DA,1.9096132812E+04,3.4688745117E+02,7.7957849503E+00,1.1409001891E-03,spec-104635-60052-27021597910860506.fits,4.0557866096E+00,60052,J122108.13+515831.3,185.2838995,51.9753772,0.2284,0.2411,0.0523,15.477,0.044,24.6,9.470E-01,15.378,0.111,9.8,9.979E-01,13.093,null,-0.8,1.075E+00,9.283,null,0.4,9.682E-01,1,0,0.000,0.000,0.000,0.002,0000,0,10nn,0011,19,20,7,20,0,19,0,19,620214780,16.435,0.126,15.703,0.159,15.251,0.182
997,0.053986,47.111806,4.8668996540E+09,2.5987149048E+02,-8.5148744583E+00,4.3596644843E+18,1.0592872620E+01,DA,8.9000000000E+04,0.0000000000E+00,7.9020009041E+00,1.8624183722E-03,spec-015339-59354-4866899654.fits,7.7049155235E+00,59354,J171929.16-083053.5,259.8715016,-8.5148643,0.2413,0.2674,-0.0320,15.112,0.047,23.0,1.074E+00,15.334,0.155,7.0,9.076E-01,12.267,null,0.2,1.032E+00,8.967,null,0.0,8.571E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,12,13,3,12,0,12,0,12,376149994,15.719,0.068,15.066,0.078,15.099,0.123
1023,0.837929,162.232823,2.7021597906E+16,2.4666462708E+02,7.4505592346E+01,1.7029777987E+18,3.0427715302E+01,DA,1.3955222656E+04,1.6331112671E+02,7.8399806023E+00,6.0593200033E-05,spec-101150-59687-27021597906382329.fits,1.6698793411E+01,59687,J162639.57+743019.3,246.6648929,74.5053707,0.2268,0.2142,-0.0375,16.025,0.042,26.1,9.670E-01,15.996,0.099,11.0,9.623E-01,13.369,null,0.8,8.998E-01,9.638,null,0.8,1.048E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,39,62,2,62,0,59,0,56,1031985382,15.927,0.086,15.735,0.162,15.669,0.271
1125,0.476344,161.743405,2.7021597906E+16,2.5096069336E+02,6.3474769592E+01,1.6317963093E+18,1.3548098564E+01,DA,1.3563820312E+04,1.9347569275E+02,8.6262884140E+00,7.1345054312E-04,spec-101146-59952-27021597906415332.fits,9.9249515533E+00,59952,J164350.58+632828.7,250.9607862,63.4746439,0.2961,0.2893,0.0863,17.244,0.104,10.4,9.060E-01,16.668,0.184,5.9,9.142E-01,13.590,null,0.0,9.890E-01,9.575,null,0.8,1.056E+00,1,0,0.000,0.000,0.000,0.000,Dd00,0,nnnn,0000,4,51,1,51,1,48,0,48,null,null,null,null,null,null,null
1126,0.476344,161.743405,2.7021597906E+16,2.5096069336E+02,6.3474769592E+01,1.6317963093E+18,1.3548098564E+01,DA,1.3563820312E+04,1.9347569275E+02,8.6262884140E+00,7.1345054312E-04,spec-101146-60011-27021597906415332.fits,2.9058361053E+01,60011,J164350.58+632828.7,250.9607862,63.4746439,0.2961,0.2893,0.0863,17.244,0.104,10.4,9.060E-01,16.668,0.184,5.9,9.142E-01,13.590,null,0.0,9.890E-01,9.575,null,0.8,1.056E+00,1,0,0.000,0.000,0.000,0.000,Dd00,0,nnnn,0000,4,51,1,51,1,48,0,48,null,null,null,null,null,null,null
1127,0.476344,161.743405,2.7021597906E+16,2.5096069336E+02,6.3474769592E+01,1.6317963093E+18,1.3548098564E+01,DA,1.3563820312E+04,1.9347569275E+02,8.6262884140E+00,7.1345054312E-04,spec-101146-60012-27021597906415332.fits,9.4066333771E+00,60012,J164350.58+632828.7,250.9607862,63.4746439,0.2961,0.2893,0.0863,17.244,0.104,10.4,9.060E-01,16.668,0.184,5.9,9.142E-01,13.590,null,0.0,9.890E-01,9.575,null,0.8,1.056E+00,1,0,0.000,0.000,0.000,0.000,Dd00,0,nnnn,0000,4,51,1,51,1,48,0,48,null,null,null,null,null,null,null
1128,0.476344,161.743405,2.7021597906E+16,2.5096069336E+02,6.3474769592E+01,1.6317963093E+18,1.3548098564E+01,DA,1.3563820312E+04,1.9347569275E+02,8.6262884140E+00,7.1345054312E-04,spec-101146-60031-27021597906415332.fits,2.5401588440E+01,60031,J164350.58+632828.7,250.9607862,63.4746439,0.2961,0.2893,0.0863,17.244,0.104,10.4,9.060E-01,16.668,0.184,5.9,9.142E-01,13.590,null,0.0,9.890E-01,9.575,null,0.8,1.056E+00,1,0,0.000,0.000,0.000,0.000,Dd00,0,nnnn,0000,4,51,1,51,1,48,0,48,null,null,null,null,null,null,null
1287,0.974520,97.792598,4.3520185800E+09,1.8535687256E+02,4.7073051453E+01,1.5453693309E+18,7.2171958923E+01,DA,1.1670682617E+04,2.0896031857E+00,8.0734376907E+00,8.7715889094E-05,spec-015238-59257-4352018580.fits,2.2031324387E+01,59257,J122125.74+470422.8,185.3572664,47.0730147,0.7632,0.8227,0.1697,17.000,0.128,8.5,9.932E-01,16.498,null,1.9,9.901E-01,13.065,null,-0.4,9.147E-01,9.463,null,-1.4,9.101E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,18,0,18,0,18,0,18,null,null,null,null,null,null,null
1288,0.974520,97.792598,4.3520185800E+09,1.8535687256E+02,4.7073051453E+01,1.5453693309E+18,7.2171958923E+01,DA,1.1670682617E+04,2.0896031857E+00,8.0734376907E+00,8.7715889094E-05,spec-015238-59292-4352018580.fits,2.6028341293E+01,59292,J122125.74+470422.8,185.3572664,47.0730147,0.7632,0.8227,0.1697,17.000,0.128,8.5,9.932E-01,16.498,null,1.9,9.901E-01,13.065,null,-0.4,9.147E-01,9.463,null,-1.4,9.101E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,18,0,18,0,18,0,18,null,null,null,null,null,null,null
1289,0.974520,97.792598,4.3520185800E+09,1.8535687256E+02,4.7073051453E+01,1.5453693309E+18,7.2171958923E+01,DA,1.1670682617E+04,2.0896031857E+00,8.0734376907E+00,8.7715889094E-05,spec-015238-59340-4352018580.fits,2.7644031525E+01,59340,J122125.74+470422.8,185.3572664,47.0730147,0.7632,0.8227,0.1697,17.000,0.128,8.5,9.932E-01,16.498,null,1.9,9.901E-01,13.065,null,-0.4,9.147E-01,9.463,null,-1.4,9.101E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,18,0,18,0,18,0,18,null,null,null,null,null,null,null
1290,0.974520,97.792598,4.3520185800E+09,1.8535687256E+02,4.7073051453E+01,1.5453693309E+18,7.2171958923E+01,DA,1.1670682617E+04,2.0896031857E+00,8.0734376907E+00,8.7715889094E-05,spec-015238-59375-4352018580.fits,2.7182695389E+01,59375,J122125.74+470422.8,185.3572664,47.0730147,0.7632,0.8227,0.1697,17.000,0.128,8.5,9.932E-01,16.498,null,1.9,9.901E-01,13.065,null,-0.4,9.147E-01,9.463,null,-1.4,9.101E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,18,0,18,0,18,0,18,null,null,null,null,null,null,null
1353,0.460087,46.687775,2.7021598152E+16,1.5642884827E+02,9.4831533432E+00,3.8761284418E+18,2.6712564468E+01,DA,6.0000000000E+03,4.3786530495E+00,8.9045534134E+00,2.4557023426E-04,spec-101249-59697-27021598151516544.fits,1.9052885056E+01,59697,J102542.94+092859.6,156.4289425,9.4832410,0.3045,0.3372,0.0588,16.502,0.105,10.3,8.539E-01,15.842,null,1.8,8.986E-01,12.312,null,0.1,8.229E-01,8.967,null,-0.5,9.939E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,5577,5,16,0,8,0,7,0,9,null,null,null,null,null,null,null
