cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
12241,9.973578,90.146133,4.5544184460E+09,1.2045788574E+02,2.7184722900E+01,8.7445544455E+17,5.8483039856E+01,DA,1.2749237305E+04,9.0149080753E-01,8.0011119843E+00,8.6823805759E-05,spec-015024-59254-4554418446.fits,1.3126021385E+01,59254,J080150.64+271104.9,120.4610002,27.1847158,0.0424,0.0401,-0.0040,12.403,0.023,47.5,1.219E+00,12.377,0.024,45.5,1.025E+00,11.912,0.289,3.8,9.668E-01,9.007,null,0.0,9.816E-01,1,0,0.000,0.000,0.000,0.000,89,55,65,57,0000,0,00nn,AABU,0000,24,24,24,24,0,12,0,12
12243,6.754211,-123.398048,2.7021598049E+16,1.2144496155E+02,-1.2879048586E+00,3.0829343283E+18,5.5192198753E+00,DA,2.0164177734E+04,1.6545285034E+02,8.0927867889E+00,9.1116176918E-04,spec-104378-59910-27021598048563486.fits,3.5921638012E+00,59910,J080546.41-011720.1,121.4433948,-1.2889376,0.1005,0.1065,0.0013,15.245,0.040,27.1,1.166E+00,15.244,0.094,11.5,9.747E-01,12.591,null,-0.1,9.225E-01,8.653,null,1.0,9.283E-01,1,0,0.000,0.000,0.000,0.000,419,283,264,311,hh00,0,0nnn,AAUU,1111,25,25,7,24,0,13,0,13
12245,6.206426,-70.623700,2.7021598049E+16,1.2127838135E+02,-5.9753477573E-01,3.0831918545E+18,1.4406231689E+02,DA,6.7575380859E+03,3.0888904297E+04,8.0075931549E+00,9.4749936834E-03,spec-104378-59910-27021598048573881.fits,5.0653667450E+00,59910,J080506.42-003549.0,121.2767549,-0.5969628,0.2227,0.2402,-0.0268,16.460,0.076,14.3,1.456E+00,17.065,0.468,2.3,1.047E+00,11.923,null,1.5,8.678E-01,8.837,null,-0.1,9.055E-01,2,1,0.000,0.000,0.000,0.000,-1267,826,835,901,0000,0,nnnn,ACUU,1111,11,23,0,23,0,11,0,11
12245,6.313966,120.764373,2.7021598049E+16,1.2127838135E+02,-5.9753477573E-01,3.0831918545E+18,1.4406231689E+02,DA,6.7575380859E+03,3.0888904297E+04,8.0075931549E+00,9.4749936834E-03,spec-104378-59910-27021598048573881.fits,5.0653667450E+00,59910,J080507.17-003554.3,121.2798885,-0.5984319,0.0793,0.0839,-0.0089,15.023,0.034,32.3,1.015E+00,14.654,0.060,18.1,9.958E-01,11.378,0.186,5.8,9.929E-01,8.350,0.335,3.2,9.657E-01,1,0,0.000,0.000,0.000,0.000,110,261,7,285,0000,0,00nn,AABB,1111,23,23,21,23,1,11,1,11
12246,7.547871,34.583112,4.3608115560E+09,1.3420349121E+02,5.1612503052E+01,1.0169474786E+18,3.8227085114E+01,DA,1.2799999023E+04,4.3743324280E+01,7.6536517143E+00,8.3540813648E-05,spec-015174-59232-4360811556.fits,1.3399188995E+01,59232,J085649.29+513651.2,134.2054077,51.6142292,0.2058,0.2249,0.0263,16.532,0.073,14.9,9.343E-01,16.327,0.213,5.1,9.172E-01,12.676,null,-0.2,9.848E-01,8.616,null,0.7,1.050E+00,1,0,0.002,0.000,0.000,0.000,991,765,1496,845,0000,0,1nnn,ABUU,0011,16,27,0,27,0,14,0,14
12247,7.547871,34.583112,4.3608115560E+09,1.3420349121E+02,5.1612503052E+01,1.0169474786E+18,3.8227085114E+01,DA,1.2799999023E+04,4.3743324280E+01,7.6536517143E+00,8.3540813648E-05,spec-015174-59252-4360811556.fits,1.4413409233E+01,59252,J085649.29+513651.2,134.2054077,51.6142292,0.2058,0.2249,0.0263,16.532,0.073,14.9,9.343E-01,16.327,0.213,5.1,9.172E-01,12.676,null,-0.2,9.848E-01,8.616,null,0.7,1.050E+00,1,0,0.002,0.000,0.000,0.000,991,765,1496,845,0000,0,1nnn,ABUU,0011,16,27,0,27,0,14,0,14
12248,7.547871,34.583112,4.3608115560E+09,1.3420349121E+02,5.1612503052E+01,1.0169474786E+18,3.8227085114E+01,DA,1.2799999023E+04,4.3743324280E+01,7.6536517143E+00,8.3540813648E-05,spec-015174-59284-4360811556.fits,1.2836350441E+01,59284,J085649.29+513651.2,134.2054077,51.6142292,0.2058,0.2249,0.0263,16.532,0.073,14.9,9.343E-01,16.327,0.213,5.1,9.172E-01,12.676,null,-0.2,9.848E-01,8.616,null,0.7,1.050E+00,1,0,0.002,0.000,0.000,0.000,991,765,1496,845,0000,0,1nnn,ABUU,0011,16,27,0,27,0,14,0,14
12249,7.547871,34.583112,4.3608115560E+09,1.3420349121E+02,5.1612503052E+01,1.0169474786E+18,3.8227085114E+01,DA,1.2799999023E+04,4.3743324280E+01,7.6536517143E+00,8.3540813648E-05,spec-015174-59312-4360811556.fits,1.3122834206E+01,59312,J085649.29+513651.2,134.2054077,51.6142292,0.2058,0.2249,0.0263,16.532,0.073,14.9,9.343E-01,16.327,0.213,5.1,9.172E-01,12.676,null,-0.2,9.848E-01,8.616,null,0.7,1.050E+00,1,0,0.002,0.000,0.000,0.000,991,765,1496,845,0000,0,1nnn,ABUU,0011,16,27,0,27,0,14,0,14
12254,6.914955,55.696943,4.5452394510E+09,1.3375971985E+02,3.8130571842E+00,5.8153736929E+17,2.8678644180E+01,DA,8.9748789062E+03,2.4998823166E+01,8.1701240540E+00,1.6271331697E-04,spec-015259-59292-4545239451.fits,1.3032644272E+01,59292,J085502.71+034850.9,133.7613101,3.8141397,0.0749,0.0778,-0.0077,14.647,0.032,33.7,1.075E+00,14.688,0.061,17.9,8.685E-01,12.142,null,0.8,9.082E-01,8.781,null,0.2,8.520E-01,1,0,0.000,0.000,0.000,0.000,-170,183,237,199,0000,0,00nn,AAUU,0000,24,24,22,24,0,11,0,11
12255,6.914955,55.696943,4.5452394510E+09,1.3375971985E+02,3.8130571842E+00,5.8153736929E+17,2.8678644180E+01,DA,8.9748789062E+03,2.4998823166E+01,8.1701240540E+00,1.6271331697E-04,spec-015260-59304-4545239451.fits,1.6628894806E+01,59304,J085502.71+034850.9,133.7613101,3.8141397,0.0749,0.0778,-0.0077,14.647,0.032,33.7,1.075E+00,14.688,0.061,17.9,8.685E-01,12.142,null,0.8,9.082E-01,8.781,null,0.2,8.520E-01,1,0,0.000,0.000,0.000,0.000,-170,183,237,199,0000,0,00nn,AAUU,0000,24,24,22,24,0,11,0,11
12256,3.957448,-27.777376,2.7021598790E+16,2.9402084351E+02,3.1893715858E+00,4.2885275294E+18,1.7862426758E+01,DA,6.7651635742E+03,1.5123426914E+00,6.5000000000E+00,0.0000000000E+00,spec-100528-59789-27021598790018396.fits,5.0689673424E+00,59789,J193604.87+031125.2,294.0203304,3.1903442,0.0948,0.0967,-0.0143,14.567,0.039,27.8,9.223E-01,14.827,0.072,15.0,1.016E+00,12.201,null,0.5,9.150E-01,8.727,null,0.6,1.110E+00,1,0,0.000,0.000,0.000,0.000,-116,203,74,202,0000,0,00nn,AAUU,0100,36,36,25,35,0,11,0,11
12257,7.360313,-131.688161,4.3474274030E+09,2.4567396545E+02,6.7021209717E+01,1.6425881490E+18,2.3137802124E+01,DA,7.6150322266E+03,2.7483670712E+00,8.3165025711E+00,5.1315547898E-04,spec-015368-59359-4347427403.fits,1.7074501038E+01,59359,J162240.81+670111.4,245.6700547,67.0198499,0.2347,0.2186,0.0592,16.959,0.078,13.9,9.264E-01,16.589,0.193,5.6,9.126E-01,13.197,null,0.0,9.674E-01,9.617,null,-1.3,9.673E-01,1,0,0.002,0.000,0.000,0.001,1443,941,816,862,0000,0,nnnn,ABUU,0000,15,56,2,56,0,37,0,37
12264,3.308692,-52.495021,2.7021598762E+16,2.8132659912E+02,6.8310413361E+00,4.2857160782E+18,1.1109056091E+02,DA,2.6415933594E+04,1.7432348633E+02,8.3227386475E+00,3.3263661317E-04,spec-100496-59847-27021598762249908.fits,1.3932971001E+01,59847,J184518.20+064953.7,281.3258648,6.8316009,0.0449,0.0431,0.0018,12.550,0.023,46.4,2.564E+00,12.584,0.025,42.6,1.326E+00,12.441,null,-2.2,1.177E+00,8.916,null,-1.1,9.231E-01,1,0,0.000,0.002,0.000,0.000,-24,65,50,63,0h00,0,10nn,AAUU,0011,28,28,28,28,0,13,0,13
12265,3.308692,-52.495021,2.7021598762E+16,2.8132659912E+02,6.8310413361E+00,4.2857160782E+18,1.1109056091E+02,DA,2.6415933594E+04,1.7432348633E+02,8.3227386475E+00,3.3263661317E-04,spec-100496-60127-27021598762249908.fits,5.6218585968E+00,60127,J184518.20+064953.7,281.3258648,6.8316009,0.0449,0.0431,0.0018,12.550,0.023,46.4,2.564E+00,12.584,0.025,42.6,1.326E+00,12.441,null,-2.2,1.177E+00,8.916,null,-1.1,9.231E-01,1,0,0.000,0.002,0.000,0.000,-24,65,50,63,0h00,0,10nn,AAUU,0011,28,28,28,28,0,13,0,13
12267,1.226210,-153.449030,2.7021597914E+16,1.7056671143E+02,6.7196166992E+01,1.0606592892E+18,2.3267551422E+01,DA,4.9999488281E+04,5.2539217472E-01,7.6980657578E+00,8.0139952479E-04,spec-100800-59953-27021597913872031.fits,1.6597497940E+01,59953,J112215.91+671145.1,170.5663186,67.1958623,0.2414,0.2534,0.0755,16.931,0.085,12.8,9.310E-01,16.513,0.195,5.6,8.212E-01,12.799,null,-0.1,9.431E-01,9.231,null,0.1,9.811E-01,1,0,0.000,0.001,0.000,0.000,-262,971,1128,1021,0000,0,nnnn,ABUU,0000,14,38,0,38,0,20,0,20
12272,1.000868,44.220486,2.7021597934E+16,3.0162857056E+01,-1.2741030455E+00,2.5065690273E+18,1.1073325348E+02,DA,4.7640945312E+04,4.1357152344E+04,6.5000000000E+00,7.4999998324E-03,spec-104660-59879-27021597934441907.fits,6.9088335037E+00,59879,J020039.13-011626.0,30.1630510,-1.2739038,0.5025,0.5330,-0.1696,17.706,0.163,6.7,9.606E-01,17.295,null,-0.5,9.962E-01,12.831,null,-0.4,9.087E-01,9.187,null,0.3,9.747E-01,1,0,0.000,0.000,0.000,0.000,-1743,1325,2607,1377,0000,0,nnnn,BUUU,1300,3,46,0,34,0,23,0,23
12273,1.000868,44.220486,2.7021597934E+16,3.0162857056E+01,-1.2741030455E+00,2.5065690273E+18,1.1073325348E+02,DA,4.7640945312E+04,4.1357152344E+04,6.5000000000E+00,7.4999998324E-03,spec-104660-59938-27021597934441907.fits,6.3957023621E+00,59938,J020039.13-011626.0,30.1630510,-1.2739038,0.5025,0.5330,-0.1696,17.706,0.163,6.7,9.606E-01,17.295,null,-0.5,9.962E-01,12.831,null,-0.4,9.087E-01,9.187,null,0.3,9.747E-01,1,0,0.000,0.000,0.000,0.000,-1743,1325,2607,1377,0000,0,nnnn,BUUU,1300,3,46,0,34,0,23,0,23
12275,1.788433,-135.955763,2.7021597915E+16,1.3624656677E+02,5.9588661194E+01,1.0392950181E+18,2.1798357010E+01,DA,6.2998554688E+03,2.0305000305E+01,8.6427440643E+00,5.1646897191E-05,spec-102933-59923-27021597914571850.fits,1.5397560120E+01,59923,J090459.01+593517.8,136.2458845,59.5883041,0.1636,0.1789,0.0186,16.317,0.065,16.8,1.034E+00,15.468,0.101,10.7,9.331E-01,12.499,null,0.5,1.020E+00,8.977,null,-0.4,9.014E-01,1,0,0.000,0.000,0.000,0.000,-675,561,1007,628,0000,0,0nnn,AAUU,0000,24,30,9,30,0,15,0,15
12276,9.469001,155.508359,2.7021598874E+16,3.1025067139E+02,3.3858261108E+00,4.2329785871E+18,1.9080654144E+01,DA,6.0551801758E+03,1.1368279457E+00,8.1990995407E+00,8.6587002443E-05,spec-101031-59838-27021598874313237.fits,1.3950380325E+01,59838,J204100.42+032300.3,310.2517637,3.3834325,0.4918,0.5148,-0.1331,17.345,0.168,6.5,9.594E-01,16.963,0.464,2.3,8.587E-01,11.786,null,0.4,8.929E-01,8.431,null,-2.4,9.267E-01,1,0,0.000,0.000,0.000,0.000,2583,2154,1251,2261,0000,0,nnnn,BCUU,1122,3,22,0,22,0,4,0,4
12277,6.256615,176.598499,4.5250085440E+09,9.9443809509E+01,5.4840211868E+00,3.1310852754E+18,8.1683359146E+00,DA,2.1564525391E+04,4.3545159912E+02,7.3880195618E+00,8.5678079631E-04,spec-015114-59191-4525008544.fits,5.9673748016E+00,59191,J063746.53+052856.2,99.4439131,5.4822863,0.3084,0.3380,-0.0523,16.781,0.115,9.4,1.027E+00,16.524,0.305,3.6,1.004E+00,11.363,0.219,5.0,9.309E-01,8.559,0.464,2.3,9.711E-01,1,0,0.000,0.000,0.000,0.000,78,1230,1128,1349,0000,0,0nnn,BBBC,1333,9,25,2,24,1,8,0,9
12278,6.256615,176.598499,4.5250085440E+09,9.9443809509E+01,5.4840211868E+00,3.1310852754E+18,8.1683359146E+00,DA,2.1564525391E+04,4.3545159912E+02,7.3880195618E+00,8.5678079631E-04,spec-015114-59208-4525008544.fits,2.1978662014E+00,59208,J063746.53+052856.2,99.4439131,5.4822863,0.3084,0.3380,-0.0523,16.781,0.115,9.4,1.027E+00,16.524,0.305,3.6,1.004E+00,11.363,0.219,5.0,9.309E-01,8.559,0.464,2.3,9.711E-01,1,0,0.000,0.000,0.000,0.000,78,1230,1128,1349,0000,0,0nnn,BBBC,1333,9,25,2,24,1,8,0,9
12279,6.903199,19.012902,2.7021597905E+16,2.4177757263E+02,5.2794658661E+01,1.4280070131E+18,9.5424556732E+00,DA,7.3861259766E+03,1.3697940063E+02,8.0709590912E+00,4.0752771311E-03,spec-104560-59761-27021597905485619.fits,2.2794964314E+00,59761,J160706.86+524747.2,241.7786058,52.7964716,0.2861,0.3085,0.0870,17.887,0.105,10.3,8.896E-01,17.022,0.184,5.9,8.749E-01,13.479,null,0.5,9.903E-01,9.670,null,0.6,9.837E-01,1,0,0.000,0.000,0.000,0.000,800,1017,488,1100,0000,0,nnnn,ABUU,0000,10,124,1,124,0,89,1,89
12280,6.903199,19.012902,2.7021597905E+16,2.4177757263E+02,5.2794658661E+01,1.4280070131E+18,9.5424556732E+00,DA,7.3861259766E+03,1.3697940063E+02,8.0709590912E+00,4.0752771311E-03,spec-104560-59764-27021597905485619.fits,6.1478787661E-01,59764,J160706.86+524747.2,241.7786058,52.7964716,0.2861,0.3085,0.0870,17.887,0.105,10.3,8.896E-01,17.022,0.184,5.9,8.749E-01,13.479,null,0.5,9.903E-01,9.670,null,0.6,9.837E-01,1,0,0.000,0.000,0.000,0.000,800,1017,488,1100,0000,0,nnnn,ABUU,0000,10,124,1,124,0,89,1,89
12281,6.903199,19.012902,2.7021597905E+16,2.4177757263E+02,5.2794658661E+01,1.4280070131E+18,9.5424556732E+00,DA,7.3861259766E+03,1.3697940063E+02,8.0709590912E+00,4.0752771311E-03,spec-104560-60052-27021597905485619.fits,2.7883431911E+00,60052,J160706.86+524747.2,241.7786058,52.7964716,0.2861,0.3085,0.0870,17.887,0.105,10.3,8.896E-01,17.022,0.184,5.9,8.749E-01,13.479,null,0.5,9.903E-01,9.670,null,0.6,9.837E-01,1,0,0.000,0.000,0.000,0.000,800,1017,488,1100,0000,0,nnnn,ABUU,0000,10,124,1,124,0,89,1,89
12282,1.885292,46.338108,4.6008273810E+09,2.2031460571E+02,5.3118815422E+00,1.1590619678E+18,3.9317836761E+01,DA,6.3617446289E+03,1.5364649296E+00,8.8641500473E+00,5.0904734962E-05,spec-015306-59289-4600827381.fits,1.8110565186E+01,59289,J144115.59+051844.0,220.3149862,5.3122431,0.3634,0.4045,0.0448,17.287,0.121,9.0,8.780E-01,17.128,null,0.5,9.829E-01,12.774,null,0.0,1.055E+00,8.894,null,0.9,9.821E-01,1,0,0.000,0.000,0.000,0.000,963,930,243,1046,0000,0,nnnn,BUUU,0000,3,41,0,41,0,21,0,21
12283,1.885292,46.338108,4.6008273810E+09,2.2031460571E+02,5.3118815422E+00,1.1590619678E+18,3.9317836761E+01,DA,6.3617446289E+03,1.5364649296E+00,8.8641500473E+00,5.0904734962E-05,spec-015306-59315-4600827381.fits,1.6196071625E+01,59315,J144115.59+051844.0,220.3149862,5.3122431,0.3634,0.4045,0.0448,17.287,0.121,9.0,8.780E-01,17.128,null,0.5,9.829E-01,12.774,null,0.0,1.055E+00,8.894,null,0.9,9.821E-01,1,0,0.000,0.000,0.000,0.000,963,930,243,1046,0000,0,nnnn,BUUU,0000,3,41,0,41,0,21,0,21
12284,1.885292,46.338108,4.6008273810E+09,2.2031460571E+02,5.3118815422E+00,1.1590619678E+18,3.9317836761E+01,DA,6.3617446289E+03,1.5364649296E+00,8.8641500473E+00,5.0904734962E-05,spec-015306-59347-4600827381.fits,0.0000000000E+00,59347,J144115.59+051844.0,220.3149862,5.3122431,0.3634,0.4045,0.0448,17.287,0.121,9.0,8.780E-01,17.128,null,0.5,9.829E-01,12.774,null,0.0,1.055E+00,8.894,null,0.9,9.821E-01,1,0,0.000,0.000,0.000,0.000,963,930,243,1046,0000,0,nnnn,BUUU,0000,3,41,0,41,0,21,0,21
12285,1.885292,46.338108,4.6008273810E+09,2.2031460571E+02,5.3118815422E+00,1.1590619678E+18,3.9317836761E+01,DA,6.3617446289E+03,1.5364649296E+00,8.8641500473E+00,5.0904734962E-05,spec-015306-59375-4600827381.fits,1.4520916939E+01,59375,J144115.59+051844.0,220.3149862,5.3122431,0.3634,0.4045,0.0448,17.287,0.121,9.0,8.780E-01,17.128,null,0.5,9.829E-01,12.774,null,0.0,1.055E+00,8.894,null,0.9,9.821E-01,1,0,0.000,0.000,0.000,0.000,963,930,243,1046,0000,0,nnnn,BUUU,0000,3,41,0,41,0,21,0,21
12286,8.782014,148.629074,4.5374374250E+09,9.8192558289E+01,1.8282039642E+01,3.3712777480E+18,3.1186826229E+00,DA,1.3570948242E+04,2.7755462646E+02,7.5000000000E+00,1.5868514311E-03,spec-015229-59303-4537437425.fits,2.1780929565E+00,59303,J063246.53+181647.8,98.1938957,18.2799568,0.0604,0.0607,-0.0120,13.613,0.026,41.3,1.519E+00,13.587,0.054,20.3,1.003E+00,12.140,null,-0.4,7.575E-01,8.761,null,0.0,9.531E-01,1,0,0.000,0.000,0.000,0.000,-39,119,39,122,0000,0,10nn,AAUU,5733,21,21,8,8,0,6,0,6
12287,4.930403,5.520324,2.7021597911E+16,1.8428660583E+02,5.1675144196E+01,1.5479485146E+18,1.7751939774E+01,DA,2.5785886719E+04,2.1453948975E+02,7.8292651176E+00,5.0730021030E-05,spec-104635-59731-27021597910877899.fits,1.0974564552E+01,59731,J121708.83+514035.4,184.2868183,51.6765074,0.3352,0.3581,0.1048,17.517,0.126,8.6,9.721E-01,16.592,0.191,5.7,8.485E-01,12.628,null,0.9,1.007E+00,8.852,null,0.3,8.977E-01,1,0,0.000,0.000,0.000,0.000,1252,1558,-641,1669,0000,0,nnnn,BBUU,0011,5,49,1,49,0,20,0,20
12288,4.930403,5.520324,2.7021597911E+16,1.8428660583E+02,5.1675144196E+01,1.5479485146E+18,1.7751939774E+01,DA,2.5785886719E+04,2.1453948975E+02,7.8292651176E+00,5.0730021030E-05,spec-104635-59975-27021597910877899.fits,5.3410530090E+00,59975,J121708.83+514035.4,184.2868183,51.6765074,0.3352,0.3581,0.1048,17.517,0.126,8.6,9.721E-01,16.592,0.191,5.7,8.485E-01,12.628,null,0.9,1.007E+00,8.852,null,0.3,8.977E-01,1,0,0.000,0.000,0.000,0.000,1252,1558,-641,1669,0000,0,nnnn,BBUU,0011,5,49,1,49,0,20,0,20
12289,4.930403,5.520324,2.7021597911E+16,1.8428660583E+02,5.1675144196E+01,1.5479485146E+18,1.7751939774E+01,DA,2.5785886719E+04,2.1453948975E+02,7.8292651176E+00,5.0730021030E-05,spec-104635-60052-27021597910877899.fits,5.8871064186E+00,60052,J121708.83+514035.4,184.2868183,51.6765074,0.3352,0.3581,0.1048,17.517,0.126,8.6,9.721E-01,16.592,0.191,5.7,8.485E-01,12.628,null,0.9,1.007E+00,8.852,null,0.3,8.977E-01,1,0,0.000,0.000,0.000,0.000,1252,1558,-641,1669,0000,0,nnnn,BBUU,0011,5,49,1,49,0,20,0,20
12290,9.049066,91.085598,4.5421824500E+09,1.1519822693E+02,1.6474548340E+01,3.1660008856E+18,2.2249851227E+01,DA,1.2300000000E+04,5.4044460297E+01,7.2831411362E+00,3.0412463821E-04,spec-015073-59186-4542182450.fits,5.7893663645E-01,59186,J074048.20+162828.2,115.2008477,16.4745007,0.1061,0.1139,-0.0131,15.362,0.041,26.7,9.560E-01,15.290,0.109,10.0,1.045E+00,12.521,null,-0.2,9.042E-01,8.743,null,0.6,1.155E+00,1,0,0.000,0.000,0.000,0.000,-509,322,544,356,0000,0,00nn,AAUU,0000,23,23,11,23,0,11,0,11
12291,9.049066,91.085598,4.5421824500E+09,1.1519822693E+02,1.6474548340E+01,3.1660008856E+18,2.2249851227E+01,DA,1.2300000000E+04,5.4044460297E+01,7.2831411362E+00,3.0412463821E-04,spec-015073-59212-4542182450.fits,1.4847312927E+01,59212,J074048.20+162828.2,115.2008477,16.4745007,0.1061,0.1139,-0.0131,15.362,0.041,26.7,9.560E-01,15.290,0.109,10.0,1.045E+00,12.521,null,-0.2,9.042E-01,8.743,null,0.6,1.155E+00,1,0,0.000,0.000,0.000,0.000,-509,322,544,356,0000,0,00nn,AAUU,0000,23,23,11,23,0,11,0,11
12292,9.049066,91.085598,4.5421824500E+09,1.1519822693E+02,1.6474548340E+01,3.1660008856E+18,2.2249851227E+01,DA,1.2300000000E+04,5.4044460297E+01,7.2831411362E+00,3.0412463821E-04,spec-015192-59302-4542182450.fits,5.5455164909E+00,59302,J074048.20+162828.2,115.2008477,16.4745007,0.1061,0.1139,-0.0131,15.362,0.041,26.7,9.560E-01,15.290,0.109,10.0,1.045E+00,12.521,null,-0.2,9.042E-01,8.743,null,0.6,1.155E+00,1,0,0.000,0.000,0.000,0.000,-509,322,544,356,0000,0,00nn,AAUU,0000,23,23,11,23,0,11,0,11
12293,3.152546,107.148150,5.3431051730E+09,2.7719232178E+02,2.6647970200E+01,4.5852870578E+18,null,DA,null,null,null,null,spec-015331-59302-5343105173.fits,9.9399576187E+00,59302,J182846.38+263851.7,277.1932580,26.6477120,0.0547,0.0540,-0.0062,13.844,0.026,41.3,8.401E-01,13.872,0.035,31.2,9.459E-01,12.509,null,0.6,9.639E-01,9.143,null,-0.7,1.069E+00,1,0,0.000,0.000,0.000,0.000,-83,99,0,109,0000,0,00nn,AAUU,0000,37,37,37,37,0,16,0,16
12294,3.152546,107.148150,5.3431051730E+09,2.7719232178E+02,2.6647970200E+01,4.5852870578E+18,null,DA,null,null,null,null,spec-015331-59328-5343105173.fits,6.7382497787E+00,59328,J182846.38+263851.7,277.1932580,26.6477120,0.0547,0.0540,-0.0062,13.844,0.026,41.3,8.401E-01,13.872,0.035,31.2,9.459E-01,12.509,null,0.6,9.639E-01,9.143,null,-0.7,1.069E+00,1,0,0.000,0.000,0.000,0.000,-83,99,0,109,0000,0,00nn,AAUU,0000,37,37,37,37,0,16,0,16
12296,5.953651,-115.079598,2.7021597810E+16,3.5365179443E+02,5.4096820831E+01,1.9942871467E+18,5.0107235718E+02,DA,1.9998220703E+04,1.7903155088E+00,7.5937290192E+00,1.0659662075E-03,spec-100595-59894-27021597810169365.fits,4.6220545769E+00,59894,J233435.81+540546.0,353.6492402,54.0961198,0.0586,0.0579,0.0076,14.059,0.027,39.8,1.146E+00,14.159,0.039,27.8,9.509E-01,12.939,null,-1.5,9.670E-01,9.349,null,-1.7,1.001E+00,1,0,0.000,0.000,0.000,0.000,-14,93,-53,90,0000,0,11nn,AAUU,0000,38,38,38,38,0,21,0,21
12298,1.838461,75.458969,4.6038028690E+09,2.1913586426E+02,3.3695281982E+01,1.2875664315E+18,2.2465101242E+01,DA,1.2800000000E+04,5.5636730194E+00,7.5654520988E+00,3.3735181205E-04,spec-015325-59347-4603802869.fits,1.1451245308E+01,59347,J143632.75+334143.4,219.1364584,33.6954102,0.3368,0.3729,0.0697,17.386,0.114,9.6,9.154E-01,17.027,null,1.5,8.550E-01,12.824,null,0.4,9.628E-01,8.721,null,1.5,9.309E-01,1,0,0.000,0.000,0.000,0.000,566,1041,747,1131,0000,0,nnnn,BUUU,0000,3,45,0,45,0,28,1,28
12299,1.838461,75.458969,4.6038028690E+09,2.1913586426E+02,3.3695281982E+01,1.2875664315E+18,2.2465101242E+01,DA,1.2800000000E+04,5.5636730194E+00,7.5654520988E+00,3.3735181205E-04,spec-015327-59326-4603802869.fits,9.5266609192E+00,59326,J143632.75+334143.4,219.1364584,33.6954102,0.3368,0.3729,0.0697,17.386,0.114,9.6,9.154E-01,17.027,null,1.5,8.550E-01,12.824,null,0.4,9.628E-01,8.721,null,1.5,9.309E-01,1,0,0.000,0.000,0.000,0.000,566,1041,747,1131,0000,0,nnnn,BUUU,0000,3,45,0,45,0,28,1,28
12300,5.252012,-6.505397,5.2704543980E+09,2.7729489136E+02,2.5054039001E+01,4.5367125238E+18,8.8457689285E+00,DA,2.4999242188E+04,7.5315582752E-01,7.8955593109E+00,8.8959140703E-04,spec-015331-59302-5270454398.fits,4.5595936775E+00,59302,J182910.73+250319.7,277.2947089,25.0554885,0.0579,0.0579,-0.0066,14.023,0.027,39.9,9.294E-01,14.098,0.037,29.1,9.282E-01,12.616,null,0.4,8.693E-01,9.012,null,0.4,8.636E-01,1,0,0.000,0.000,0.000,0.000,8,109,-110,120,0000,0,11nn,AAUU,0000,37,37,37,37,0,18,0,18
12301,5.252012,-6.505397,5.2704543980E+09,2.7729489136E+02,2.5054039001E+01,4.5367125238E+18,8.8457689285E+00,DA,2.4999242188E+04,7.5315582752E-01,7.8955593109E+00,8.8959140703E-04,spec-015331-59328-5270454398.fits,4.0498757362E+00,59328,J182910.73+250319.7,277.2947089,25.0554885,0.0579,0.0579,-0.0066,14.023,0.027,39.9,9.294E-01,14.098,0.037,29.1,9.282E-01,12.616,null,0.4,8.693E-01,9.012,null,0.4,8.636E-01,1,0,0.000,0.000,0.000,0.000,8,109,-110,120,0000,0,11nn,AAUU,0000,37,37,37,37,0,18,0,18
12307,5.427343,-63.193840,2.7021598150E+16,2.2033030701E+02,-3.2593658566E-01,3.6515862459E+18,2.5540807724E+01,DA,7.3152709961E+03,5.8118457794E+01,7.7586803436E+00,1.1181372683E-03,spec-102358-59645-27021598149545770.fits,3.4250352383E+00,59645,J144118.95-001930.9,220.3289614,-0.3252567,0.2778,0.3045,0.0444,16.979,0.098,11.0,9.637E-01,16.740,0.288,3.8,8.482E-01,12.268,null,1.9,1.043E+00,8.732,null,1.4,9.999E-01,1,0,0.000,0.000,0.000,0.000,-137,761,-621,841,0000,0,nnnn,ABUU,0100,7,37,0,37,0,24,0,24
