cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
1758,0.484489,65.332203,2.7021597912E+16,1.7440954590E+02,8.0266723633E+01,1.1303355816E+18,1.5187727928E+01,DA,1.2911200195E+04,9.1779083252E+01,8.0988645554E+00,7.1968126576E-04,spec-100814-59686-27021597911744488.fits,1.0809213638E+01,59686,J113738.46+801600.4,174.4102693,80.2667798,0.2073,0.2039,0.0674,16.924,0.069,15.6,1.032E+00,16.965,0.251,4.3,9.905E-01,13.019,null,-1.1,9.434E-01,9.393,null,-1.0,1.075E+00,1,0,0.000,0.000,0.000,0.000,431,866,-96,847,0000,0,nnnn,ABUU,0000,14,52,0,52,0,27,1,27
1758,9.387305,154.576740,2.7021597912E+16,1.7440954590E+02,8.0266723633E+01,1.1303355816E+18,1.5187727928E+01,DA,1.2911200195E+04,9.1779083252E+01,8.0988645554E+00,7.1968126576E-04,spec-100814-59686-27021597911744488.fits,1.0809213638E+01,59686,J113739.87+801551.7,174.4161658,80.2643685,0.2870,0.2796,0.0864,17.350,0.101,10.8,9.734E-01,16.441,0.176,6.2,9.831E-01,12.888,null,-0.5,8.824E-01,9.241,null,0.4,1.082E+00,1,0,0.001,0.000,0.000,0.000,-2118,1193,-293,1155,0000,0,nnnn,ABUU,0000,10,51,5,51,0,26,1,26
1759,8.785207,15.016788,2.7021597910E+16,2.2225091553E+02,5.5246757507E+01,1.6073652597E+18,1.0674885559E+02,DA,7.4955029297E+03,1.1852387428E+01,7.7496967316E+00,1.3647251762E-03,spec-100701-59719-27021597909882096.fits,6.1913576126E+00,59719,J144900.48+551456.8,222.2520248,55.2491145,0.2051,0.2147,0.0636,17.171,0.076,14.4,9.122E-01,16.426,0.136,8.0,8.368E-01,12.830,null,1.5,9.643E-01,9.016,null,1.6,9.039E-01,1,0,0.001,0.000,0.000,0.000,171,919,-407,963,0000,0,nnnn,ABUU,0000,18,76,3,76,0,50,1,50
1760,7.474619,-156.236616,4.4663393500E+09,1.1541195679E+02,-1.3289205551E+01,3.0305929062E+18,3.1791311264E+01,DA,1.4500000000E+04,2.9156467438E+01,8.2500000000E+00,3.8329153540E-06,spec-015232-59265-4466339350.fits,2.4056465149E+01,59265,J074138.66-131727.9,115.4110971,-13.2911058,0.1580,0.1718,0.0178,16.110,0.060,18.2,1.163E+00,15.790,0.128,8.5,9.827E-01,12.001,null,1.5,8.785E-01,9.090,null,-0.8,1.031E+00,1,0,0.000,0.000,0.000,0.000,-234,550,-1071,603,0000,0,1nnn,ABUU,0000,25,30,4,30,1,14,0,14
1761,0.520185,40.472355,2.7021597906E+16,2.5024877930E+02,7.1449226379E+01,1.6534132533E+18,1.6977731705E+01,DA,1.3249876953E+04,2.7139663696E+02,7.8290390968E+00,6.9500376412E-05,spec-101165-59710-27021597906319268.fits,1.2989915848E+01,59710,J164059.77+712657.6,250.2490741,71.4493363,0.2684,0.2444,-0.0490,17.305,0.085,12.8,9.447E-01,17.564,0.376,2.9,8.235E-01,13.254,null,0.2,9.388E-01,9.417,null,0.3,9.867E-01,1,0,0.000,0.000,0.000,0.000,1171,1194,731,1081,0000,0,nnnn,ACUU,0000,9,69,1,68,0,37,0,37
1761,9.183021,-9.544891,2.7021597906E+16,2.5024877930E+02,7.1449226379E+01,1.6534132533E+18,1.6977731705E+01,DA,1.3249876953E+04,2.7139663696E+02,7.8290390968E+00,6.9500376412E-05,spec-101165-59710-27021597906319268.fits,1.2989915848E+01,59710,J164059.38+712706.2,250.2474496,71.4517419,0.5216,0.4753,-0.1189,18.154,0.169,6.4,9.284E-01,17.681,0.407,2.7,8.369E-01,12.676,null,1.2,9.269E-01,9.656,null,-0.1,1.015E+00,1,0,0.001,0.000,0.000,0.000,-1580,3327,496,3027,0000,0,nnnn,BCUU,0000,0,68,0,68,0,37,0,37
1762,5.117725,130.185373,4.4721220960E+09,1.0246754456E+02,-4.6610651016E+00,3.1021882544E+18,3.0992853165E+01,DA,3.3285328125E+04,1.1327390289E+02,7.8958311081E+00,2.4517963175E-04,spec-015282-59275-4472122096.fits,1.4885532379E+01,59275,J064952.47-043943.1,102.4686342,-4.6619824,0.1551,0.1666,-0.0332,16.179,0.058,18.7,1.459E+00,15.670,0.112,9.7,9.762E-01,12.376,null,-0.9,1.097E+00,8.831,null,0.4,8.548E-01,1,0,0.000,0.000,0.000,0.000,218,597,319,643,0000,0,0nnn,ABUU,0000,19,26,6,26,0,10,0,11
1763,5.117725,130.185373,4.4721220960E+09,1.0246754456E+02,-4.6610651016E+00,3.1021882544E+18,3.0992853165E+01,DA,3.3285328125E+04,1.1327390289E+02,7.8958311081E+00,2.4517963175E-04,spec-015282-59293-4472122096.fits,1.7400369644E+01,59293,J064952.47-043943.1,102.4686342,-4.6619824,0.1551,0.1666,-0.0332,16.179,0.058,18.7,1.459E+00,15.670,0.112,9.7,9.762E-01,12.376,null,-0.9,1.097E+00,8.831,null,0.4,8.548E-01,1,0,0.000,0.000,0.000,0.000,218,597,319,643,0000,0,0nnn,ABUU,0000,19,26,6,26,0,10,0,11
1764,0.785330,-156.633577,2.7021597912E+16,1.6571092224E+02,7.6339508057E+01,1.1283112733E+18,2.0317442322E+02,DA,1.4250000000E+04,1.5849255371E+02,8.3030776978E+00,4.7338538570E-04,spec-100823-59978-27021597911882837.fits,7.2850155830E+00,59978,J110250.53+762021.5,165.7105559,76.3393078,0.5629,0.5700,0.1717,17.922,0.182,6.0,1.032E+00,17.638,null,0.1,1.021E+00,12.764,null,0.5,9.590E-01,9.071,0.400,2.7,9.975E-01,1,0,0.002,0.000,0.000,0.000,924,2739,-987,2779,0000,0,nnnn,BUUC,0000,4,42,0,42,0,23,0,23
1765,7.676509,42.026181,2.7021598665E+16,2.7259252930E+02,-4.6688199043E+00,4.1739038889E+18,1.0930352539E+04,DA,1.9260027344E+04,1.7894606018E+02,8.1821041107E+00,7.2997412644E-04,spec-103227-59839-27021598664516803.fits,4.2839207649E+00,59839,J181022.55-044002.0,272.5939616,-4.6672359,0.1662,0.1792,-0.0377,15.254,0.062,17.5,1.268E+00,15.786,0.161,6.7,9.113E-01,12.153,null,-2.0,7.958E-01,9.026,null,-0.7,1.152E+00,2,0,0.000,0.000,0.000,0.000,330,423,143,463,0000,0,2nnn,ABUU,0000,22,26,3,26,0,11,0,11
1768,9.918781,-39.539231,2.7021597908E+16,2.2641874695E+02,5.6115772247E+01,1.6124986733E+18,2.0591070557E+02,DA,1.7131097656E+04,1.1251908875E+02,7.9256315231E+00,4.5250300900E-04,spec-104552-59734-27021597908160304.fits,7.5634493828E+00,59734,J150539.74+560704.4,226.4156007,56.1178970,0.3095,0.3212,0.0990,17.646,0.113,9.6,9.745E-01,16.858,0.189,5.7,8.033E-01,12.754,null,0.5,9.796E-01,9.009,null,0.7,9.821E-01,1,0,0.001,0.000,0.000,0.000,729,1534,-714,1603,0000,0,nnnn,BBUU,0000,4,78,1,78,0,28,0,28
1769,9.918781,-39.539231,2.7021597908E+16,2.2641874695E+02,5.6115772247E+01,1.6124986733E+18,2.0591070557E+02,DA,1.7131097656E+04,1.1251908875E+02,7.9256315231E+00,4.5250300900E-04,spec-104552-59736-27021597908160304.fits,8.6650209427E+00,59736,J150539.74+560704.4,226.4156007,56.1178970,0.3095,0.3212,0.0990,17.646,0.113,9.6,9.745E-01,16.858,0.189,5.7,8.033E-01,12.754,null,0.5,9.796E-01,9.009,null,0.7,9.821E-01,1,0,0.001,0.000,0.000,0.000,729,1534,-714,1603,0000,0,nnnn,BBUU,0000,4,78,1,78,0,28,0,28
1770,5.352327,11.559818,4.8614819390E+09,2.5521139526E+02,-1.2974512100E+01,4.1408925641E+18,6.1706662178E+00,DA,1.0412913086E+04,1.6170928955E+03,6.9595456123E+00,4.5954571106E-03,spec-015233-59275-4861481939.fits,4.7259073257E+00,59275,J170050.80-125822.9,255.2117010,-12.9730555,0.1324,0.1473,-0.0131,15.634,0.049,22.2,1.150E+00,15.936,0.201,5.4,7.473E-01,11.759,null,0.2,1.091E+00,8.513,null,0.3,9.551E-01,1,0,0.000,0.000,0.000,0.000,-344,464,-500,525,0000,0,0nnn,ABUU,1122,23,24,0,24,0,3,0,5
1773,4.112315,-162.463270,5.2683957570E+09,2.7537109375E+02,2.6121942520E+01,4.5850113166E+18,null,DA,null,null,null,null,spec-015331-59302-5268395757.fits,9.9249601364E+00,59302,J182128.97+260715.0,275.3707104,26.1208533,0.5287,0.5762,-0.1071,17.711,0.174,6.2,9.557E-01,17.357,null,0.5,9.031E-01,12.753,null,0.1,8.975E-01,9.146,null,-0.1,9.170E-01,1,0,0.000,0.000,0.000,0.000,-454,3210,262,3514,0000,0,nnnn,BUUU,0000,4,35,0,35,0,17,0,17
1774,4.112315,-162.463270,5.2683957570E+09,2.7537109375E+02,2.6121942520E+01,4.5850113166E+18,null,DA,null,null,null,null,spec-015331-59328-5268395757.fits,4.8663172722E+00,59328,J182128.97+260715.0,275.3707104,26.1208533,0.5287,0.5762,-0.1071,17.711,0.174,6.2,9.557E-01,17.357,null,0.5,9.031E-01,12.753,null,0.1,8.975E-01,9.146,null,-0.1,9.170E-01,1,0,0.000,0.000,0.000,0.000,-454,3210,262,3514,0000,0,nnnn,BUUU,0000,4,35,0,35,0,17,0,17
1775,7.903605,-68.274831,2.7021598667E+16,2.7158981323E+02,-3.1726262569E+00,4.1776688529E+18,6.3435330391E+00,DA,1.4876769531E+04,4.6995368958E+01,8.2500000000E+00,6.0660904273E-04,spec-103218-59820-27021598667292866.fits,4.7507338524E+00,59820,J180621.06-031018.5,271.5877706,-3.1718136,0.0669,0.0970,-0.0273,12.676,0.042,26.0,1.919E+00,12.682,0.046,23.7,1.067E+00,11.557,null,1.3,1.037E+00,8.547,null,0.2,7.980E-01,2,1,0.000,0.002,0.000,0.000,null,null,null,null,h000,0,nnnn,AAUU,0000,25,25,25,25,0,11,0,11
1781,8.898775,37.442801,4.5242095700E+09,1.0288695526E+02,2.1677002311E-01,3.1135450069E+18,1.0465460777E+01,DA,9.5479638672E+03,1.9832366943E+01,8.7410526276E+00,3.4007075010E-04,spec-015281-59273-4524209570.fits,4.2117247581E+00,59273,J065133.22+001307.4,102.8884581,0.2187326,0.0974,0.1020,-0.0172,14.936,0.038,28.6,1.114E+00,15.197,0.100,10.9,1.003E+00,12.173,0.396,2.7,9.843E-01,8.402,null,0.8,1.013E+00,1,0,0.000,0.000,0.000,0.000,355,281,-449,291,0000,0,0nnn,AACU,0000,24,24,9,24,0,10,0,10
1782,8.898775,37.442801,4.5242095700E+09,1.0288695526E+02,2.1677002311E-01,3.1135450069E+18,1.0465460777E+01,DA,9.5479638672E+03,1.9832366943E+01,8.7410526276E+00,3.4007075010E-04,spec-015281-59325-4524209570.fits,5.7557549477E+00,59325,J065133.22+001307.4,102.8884581,0.2187326,0.0974,0.1020,-0.0172,14.936,0.038,28.6,1.114E+00,15.197,0.100,10.9,1.003E+00,12.173,0.396,2.7,9.843E-01,8.402,null,0.8,1.013E+00,1,0,0.000,0.000,0.000,0.000,355,281,-449,291,0000,0,0nnn,AACU,0000,24,24,9,24,0,10,0,10
1783,0.490488,-52.561090,2.7021598867E+16,3.0646386719E+02,6.6530877352E-01,4.2306553834E+18,3.1057132721E+01,DA,2.1451197266E+04,9.7759452820E+01,7.1478734016E+00,3.4800145659E-04,spec-101015-59740-27021598867251679.fits,1.1065002441E+01,59740,J202551.30+003955.4,306.4637590,0.6653916,0.2542,0.2692,-0.0792,16.599,0.093,11.7,1.476E+00,16.006,0.182,6.0,9.662E-01,11.946,null,1.1,9.764E-01,8.777,null,-0.3,9.151E-01,2,1,0.000,0.000,0.000,0.000,-1459,944,2410,990,D000,0,nnnn,ABUU,1111,10,23,3,23,0,11,0,11
1788,3.040873,82.974212,2.7021597909E+16,1.8996951294E+02,7.2096267700E+01,1.6897211932E+18,3.9216560364E+01,DA,6.0222915039E+03,1.0215214491E+00,8.0567750931E+00,3.2001222280E-05,spec-100793-59977-27021597908609301.fits,2.6881513596E+01,59977,J123953.33+720546.9,189.9722400,72.0963710,0.0358,0.0375,-0.0090,10.832,0.023,47.1,1.236E+00,10.869,0.020,55.1,1.252E+00,10.771,0.074,14.7,9.614E-01,9.141,0.415,2.6,9.355E-01,1,0,0.000,0.000,0.000,0.000,-77,33,-31,33,0000,0,000n,AAAC,0000,47,47,47,47,18,24,1,24
1788,6.373688,-105.267872,2.7021597909E+16,1.8996951294E+02,7.2096267700E+01,1.6897211932E+18,3.9216560364E+01,DA,6.0222915039E+03,1.0215214491E+00,8.0567750931E+00,3.2001222280E-05,spec-100793-59977-27021597908609301.fits,2.6881513596E+01,59977,J123951.34+720544.8,189.9639572,72.0958014,0.3739,0.2318,0.1937,16.141,0.147,7.4,1.140E+00,15.405,0.154,7.1,9.092E-01,12.527,0.483,2.2,1.015E+00,8.874,null,1.2,1.015E+00,1,0,0.001,0.000,0.000,0.000,2991,479,838,731,H000,0,nnnn,BBCU,0000,11,47,1,46,0,23,0,23
1789,7.073472,-71.868359,4.5926938950E+09,1.4021975708E+02,4.9150910378E+00,5.7948282873E+17,1.8471672058E+01,DA,1.6272095703E+04,2.2096837997E+01,8.0198202133E+00,4.3118756730E-04,spec-015264-59310-4592693895.fits,7.0062007904E+00,59310,J092052.29+045456.5,140.2178829,4.9157025,0.3995,0.4395,0.0706,17.254,0.148,7.3,1.039E+00,16.628,0.285,3.8,8.344E-01,12.638,null,-1.5,9.387E-01,8.910,null,-0.5,9.597E-01,1,0,0.000,0.000,0.000,0.010,-1719,1637,506,1797,0000,0,nnnn,BBUU,0000,6,25,0,25,0,13,0,13
1790,7.073472,-71.868359,4.5926938950E+09,1.4021975708E+02,4.9150910378E+00,5.7948282873E+17,1.8471672058E+01,DA,1.6272095703E+04,2.2096837997E+01,8.0198202133E+00,4.3118756730E-04,spec-015265-59292-4592693895.fits,6.8193154335E+00,59292,J092052.29+045456.5,140.2178829,4.9157025,0.3995,0.4395,0.0706,17.254,0.148,7.3,1.039E+00,16.628,0.285,3.8,8.344E-01,12.638,null,-1.5,9.387E-01,8.910,null,-0.5,9.597E-01,1,0,0.000,0.000,0.000,0.010,-1719,1637,506,1797,0000,0,nnnn,BBUU,0000,6,25,0,25,0,13,0,13
1791,7.073472,-71.868359,4.5926938950E+09,1.4021975708E+02,4.9150910378E+00,5.7948282873E+17,1.8471672058E+01,DA,1.6272095703E+04,2.2096837997E+01,8.0198202133E+00,4.3118756730E-04,spec-015265-59316-4592693895.fits,7.4681973457E+00,59316,J092052.29+045456.5,140.2178829,4.9157025,0.3995,0.4395,0.0706,17.254,0.148,7.3,1.039E+00,16.628,0.285,3.8,8.344E-01,12.638,null,-1.5,9.387E-01,8.910,null,-0.5,9.597E-01,1,0,0.000,0.000,0.000,0.010,-1719,1637,506,1797,0000,0,nnnn,BBUU,0000,6,25,0,25,0,13,0,13
1792,8.350190,-35.157363,2.7021597835E+16,3.1582681274E+02,6.7928695679E+01,2.2700399213E+18,1.7736600876E+01,DA,1.9447955078E+04,2.1369844055E+02,7.8704376221E+00,1.6429371317E-04,spec-101762-59763-27021597834807361.fits,1.0994932175E+01,59763,J210317.58+675550.1,315.8232580,67.9305920,0.2682,0.2451,-0.0137,17.296,0.087,12.5,9.985E-01,18.127,null,-3.6,9.870E-01,13.379,null,-1.8,9.949E-01,9.726,null,0.1,1.030E+00,1,0,0.000,0.000,0.000,0.000,-128,756,509,692,0000,0,nnnn,AUUU,0000,14,102,0,102,0,56,0,56
1793,9.987640,-99.160325,4.5555047680E+09,1.2533349609E+02,3.5826156616E+01,9.0433498227E+17,1.5254021645E+01,DA,9.1845312500E+03,6.5469070435E+01,7.9596805573E+00,4.0319535765E-04,spec-015055-59230-4555504768.fits,1.1222566605E+01,59230,J082119.22+354932.5,125.3301180,35.8257149,0.0540,0.0537,-0.0100,13.696,0.026,42.3,1.019E+00,13.739,0.035,31.1,1.004E+00,12.616,null,-0.6,9.592E-01,9.039,null,-2.6,1.079E+00,1,0,0.000,0.000,0.000,0.000,-36,95,42,98,0000,0,00nn,AAUU,1100,26,26,26,26,0,13,0,13
1794,9.987640,-99.160325,4.5555047680E+09,1.2533349609E+02,3.5826156616E+01,9.0433498227E+17,1.5254021645E+01,DA,9.1845312500E+03,6.5469070435E+01,7.9596805573E+00,4.0319535765E-04,spec-015057-59197-4555504768.fits,3.5785064697E+00,59197,J082119.22+354932.5,125.3301180,35.8257149,0.0540,0.0537,-0.0100,13.696,0.026,42.3,1.019E+00,13.739,0.035,31.1,1.004E+00,12.616,null,-0.6,9.592E-01,9.039,null,-2.6,1.079E+00,1,0,0.000,0.000,0.000,0.000,-36,95,42,98,0000,0,00nn,AAUU,1100,26,26,26,26,0,13,0,13
1797,0.110858,9.012025,2.7021597935E+16,3.2078952026E+02,4.1580762863E+00,2.6930667465E+18,null,DA,null,null,null,null,spec-101055-59882-27021597935248568.fits,2.9592658997E+01,59882,J212309.48+040929.1,320.7895251,4.1581067,0.0438,0.0415,-0.0014,12.854,0.023,46.5,1.274E+00,12.634,0.024,44.9,1.003E+00,12.564,0.533,2.0,9.678E-01,8.687,null,0.4,1.003E+00,1,0,0.000,0.000,0.000,0.000,-11,68,-110,68,hh00,0,00nn,AACU,1100,24,24,24,24,0,11,0,11
1798,9.879066,103.036359,2.7021598864E+16,2.9929351807E+02,8.2126760483E-01,4.2373081160E+18,6.0901303291E+00,DA,4.0183738281E+04,1.8854691162E+03,7.7193517685E+00,1.9512521976E-04,spec-100980-59838-27021598864254052.fits,4.2563314438E+00,59838,J195711.08+004914.3,299.2961918,0.8206486,0.2726,0.2833,-0.0730,16.599,0.091,12.0,1.085E+00,16.566,null,1.8,1.173E+00,12.371,null,-0.8,9.173E-01,8.185,null,1.8,9.749E-01,1,0,0.000,0.000,0.000,0.012,2329,1053,-862,1096,0000,0,0nnn,AUUU,0000,11,24,0,24,0,11,0,11
1800,0.348594,-172.078541,2.7021598150E+16,1.4639349365E+02,1.9107747078E+00,3.8465576607E+18,1.3451893806E+01,DA,6.7077895508E+03,7.1412582397E+01,7.7168307304E+00,1.1742334027E-04,spec-101295-59695-27021598150127834.fits,9.5925865173E+00,59695,J094534.43+015438.4,146.3934803,1.9106788,0.1837,0.2020,0.0057,16.197,0.066,16.3,1.040E+00,16.241,0.215,5.1,9.137E-01,11.914,null,1.1,9.517E-01,8.543,null,-0.4,7.508E-01,1,0,0.000,0.000,0.000,0.000,-722,677,-408,750,0000,0,1nnn,ABUU,1100,16,24,2,24,0,10,0,10
1800,9.159125,117.696302,2.7021598150E+16,1.4639349365E+02,1.9107747078E+00,3.8465576607E+18,1.3451893806E+01,DA,6.7077895508E+03,7.1412582397E+01,7.7168307304E+00,1.1742334027E-04,spec-101295-59695-27021598150127834.fits,9.5925865173E+00,59695,J094534.97+015434.5,146.3957476,1.9095922,0.1993,0.2117,0.0260,16.297,0.073,14.9,1.005E+00,15.882,0.158,6.9,9.507E-01,11.941,null,1.0,9.712E-01,8.669,null,0.3,1.150E+00,1,0,0.000,0.001,0.000,0.000,-395,751,-1062,805,0000,0,0nnn,ABUU,1100,18,24,4,24,0,10,0,10
1804,1.026743,112.313566,4.5926373890E+09,1.4013464355E+02,2.2036306858E+00,3.8451061336E+18,null,DA,null,null,null,null,spec-015264-59310-4592637389.fits,7.1829738617E+00,59310,J092032.37+021212.6,140.1349076,2.2035224,0.6012,0.6683,0.0602,17.615,0.207,5.3,9.077E-01,16.503,null,1.7,8.643E-01,12.494,null,-0.5,9.819E-01,8.432,null,0.8,9.566E-01,1,0,0.000,0.002,0.000,0.000,-351,2726,3401,3014,0000,0,nnnn,BUUU,0000,3,23,0,23,0,11,0,11
1816,9.098628,-22.764429,4.3262066410E+09,1.9999977112E+01,8.5153388977E+01,5.7376110766E+17,4.3011212349E+00,DA,1.2775396484E+04,7.5323913574E+01,7.7500000000E+00,2.8012809344E-03,spec-015194-59243-4326206641.fits,9.2583250999E-01,59243,J011957.21+850920.5,19.9883965,85.1557194,0.2204,0.2512,-0.0180,16.603,0.073,14.9,1.206E+00,17.579,null,-0.1,1.039E+00,12.695,null,0.4,1.005E+00,9.308,null,-0.2,8.572E-01,1,0,0.000,0.001,0.000,0.002,434,926,179,1009,hHh0,0,nnnn,AUUU,0000,17,51,1,51,0,25,0,25
1817,9.098628,-22.764429,4.3262066410E+09,1.9999977112E+01,8.5153388977E+01,5.7376110766E+17,4.3011212349E+00,DA,1.2775396484E+04,7.5323913574E+01,7.7500000000E+00,2.8012809344E-03,spec-015350-59329-4326206641.fits,3.2346744537E+00,59329,J011957.21+850920.5,19.9883965,85.1557194,0.2204,0.2512,-0.0180,16.603,0.073,14.9,1.206E+00,17.579,null,-0.1,1.039E+00,12.695,null,0.4,1.005E+00,9.308,null,-0.2,8.572E-01,1,0,0.000,0.001,0.000,0.002,434,926,179,1009,hHh0,0,nnnn,AUUU,0000,17,51,1,51,0,25,0,25
1818,6.588071,-101.499160,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59212-4457374923.fits,2.9901804924E+00,59212,J072041.01-242012.0,110.1709139,-24.3366895,0.0489,0.0488,-0.0086,12.992,0.025,43.1,2.447E+00,12.960,0.028,38.3,1.294E+00,12.686,null,-0.5,9.121E-01,9.107,null,-1.0,8.926E-01,1,0,0.000,0.000,0.000,0.000,26,63,-121,66,0h00,0,10nn,AAUU,0000,31,31,31,31,0,14,0,14
1818,7.373902,116.274298,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59212-4457374923.fits,2.9901804924E+00,59212,J072041.97-242014.0,110.1748979,-24.3372314,0.0878,0.0927,-0.0125,14.853,0.040,27.3,2.565E+00,14.485,0.053,20.6,1.487E+00,12.676,null,-1.0,9.643E-01,9.057,null,-2.6,1.002E+00,1,0,0.000,0.000,0.000,0.000,202,189,-88,208,hh00,0,10nn,AAUU,0000,32,32,32,32,0,14,0,14
1819,6.588071,-101.499160,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59218-4457374923.fits,7.3930430412E+00,59218,J072041.01-242012.0,110.1709139,-24.3366895,0.0489,0.0488,-0.0086,12.992,0.025,43.1,2.447E+00,12.960,0.028,38.3,1.294E+00,12.686,null,-0.5,9.121E-01,9.107,null,-1.0,8.926E-01,1,0,0.000,0.000,0.000,0.000,26,63,-121,66,0h00,0,10nn,AAUU,0000,31,31,31,31,0,14,0,14
1819,7.373902,116.274298,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59218-4457374923.fits,7.3930430412E+00,59218,J072041.97-242014.0,110.1748979,-24.3372314,0.0878,0.0927,-0.0125,14.853,0.040,27.3,2.565E+00,14.485,0.053,20.6,1.487E+00,12.676,null,-1.0,9.643E-01,9.057,null,-2.6,1.002E+00,1,0,0.000,0.000,0.000,0.000,202,189,-88,208,hh00,0,10nn,AAUU,0000,32,32,32,32,0,14,0,14
1820,6.588071,-101.499160,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59220-4457374923.fits,5.1155028343E+00,59220,J072041.01-242012.0,110.1709139,-24.3366895,0.0489,0.0488,-0.0086,12.992,0.025,43.1,2.447E+00,12.960,0.028,38.3,1.294E+00,12.686,null,-0.5,9.121E-01,9.107,null,-1.0,8.926E-01,1,0,0.000,0.000,0.000,0.000,26,63,-121,66,0h00,0,10nn,AAUU,0000,31,31,31,31,0,14,0,14
1820,7.373902,116.274298,4.4573749230E+09,1.1017288208E+02,-2.4336324692E+01,5.6169583027E+18,1.3347398758E+01,DA,1.6792347656E+04,2.0765425110E+02,8.1603116989E+00,3.7807683111E-04,spec-015116-59220-4457374923.fits,5.1155028343E+00,59220,J072041.97-242014.0,110.1748979,-24.3372314,0.0878,0.0927,-0.0125,14.853,0.040,27.3,2.565E+00,14.485,0.053,20.6,1.487E+00,12.676,null,-1.0,9.643E-01,9.057,null,-2.6,1.002E+00,1,0,0.000,0.000,0.000,0.000,202,189,-88,208,hh00,0,10nn,AAUU,0000,32,32,32,32,0,14,0,14
1826,4.189869,41.468040,2.7021597935E+16,3.8680286407E+01,-1.5637145042E+00,2.4969720131E+18,1.8724693298E+01,DA,2.3266134766E+04,2.6611898804E+02,7.9807281494E+00,1.5077785065E-04,spec-104608-59910-27021597934692603.fits,1.3545934677E+01,59910,J023443.45-013346.2,38.6810574,-1.5628424,0.0431,0.0405,0.0053,12.156,0.024,45.6,1.225E+00,12.109,0.024,44.9,1.020E+00,12.468,0.382,2.8,1.058E+00,9.080,null,0.0,9.634E-01,1,0,0.000,0.000,0.000,0.000,28,33,-2,32,0000,0,11nn,AACU,0122,37,37,35,35,0,24,0,24
1827,3.806997,56.881475,2.7021598432E+16,2.6931158447E+02,-7.1943883896E+00,4.1716349736E+18,2.1249189377E+01,DA,6.0109160156E+03,1.5246924162E+00,7.9619188309E+00,1.2480057876E-06,spec-103232-59691-27021598431618442.fits,1.5126705170E+01,59691,J175714.99-071137.7,269.3124772,-7.1938106,0.1563,0.1712,-0.0371,15.471,0.058,18.8,8.674E-01,15.919,0.183,5.9,8.924E-01,12.518,null,0.0,1.030E+00,8.571,null,0.7,9.136E-01,1,0,0.000,0.000,0.000,0.000,33,516,566,572,0000,0,0nnn,ABUU,1100,24,25,2,24,0,12,0,12
1828,3.806997,56.881475,2.7021598432E+16,2.6931158447E+02,-7.1943883896E+00,4.1716349736E+18,2.1249189377E+01,DA,6.0109160156E+03,1.5246924162E+00,7.9619188309E+00,1.2480057876E-06,spec-103232-60008-27021598431618442.fits,9.4772462845E+00,60008,J175714.99-071137.7,269.3124772,-7.1938106,0.1563,0.1712,-0.0371,15.471,0.058,18.8,8.674E-01,15.919,0.183,5.9,8.924E-01,12.518,null,0.0,1.030E+00,8.571,null,0.7,9.136E-01,1,0,0.000,0.000,0.000,0.000,33,516,566,572,0000,0,0nnn,ABUU,1100,24,25,2,24,0,12,0,12
